topology,method,round,overall,head20,middle60,tail,nontail
noniid-labeldir-fine,s,10,66.62,69.7,65.01666666666667,68.35,66.1875
noniid-labeldir-fine,s,11,66.9,69.85,65.36666666666666,68.55,66.4875
noniid-labeldir-fine,s,12,67.14,70.3,65.53333333333333,68.8,66.725
noniid-labeldir-fine,s,13,67.28,70.3,65.66666666666667,69.1,66.825
noniid-labeldir-fine,s,14,67.5,70.7,65.8,69.4,67.025
noniid-labeldir-fine,s,15,67.7,71.1,65.86666666666666,69.8,67.175
noniid-labeldir-fine,s,16,67.81,71.35,65.88333333333334,70.05,67.25
noniid-labeldir-fine,s,17,67.94,71.55,66.01666666666667,70.1,67.4
noniid-labeldir-fine,s,18,68.02,71.7,66.06666666666666,70.2,67.475
noniid-labeldir-fine,s,19,68.1,71.85,66.13333333333334,70.25,67.5625
noniid-labeldir-fine,s,20,68.21,71.95,66.26666666666667,70.3,67.6875
noniid-labeldir-fine,s,21,68.33,72.2,66.28333333333333,70.6,67.7625
noniid-labeldir-fine,s,22,68.37,72.25,66.35,70.55,67.825
noniid-labeldir-fine,s,23,68.54,72.75,66.41666666666667,70.7,68.0
noniid-labeldir-fine,s,24,68.56,72.85,66.41666666666667,70.7,68.025
noniid-labeldir-fine,s,25,68.56,72.95,66.36666666666666,70.75,68.0125
noniid-labeldir-fine,s,26,68.58,73.0,66.38333333333334,70.75,68.0375
noniid-labeldir-fine,s,27,68.69,73.15,66.46666666666667,70.9,68.1375
noniid-labeldir-fine,s,28,68.81,73.45,66.51666666666667,71.05,68.25
noniid-labeldir-fine,s,29,68.92,73.6,66.53333333333333,71.4,68.3
noniid-labeldir-fine,s,30,69.06,73.95,66.61666666666666,71.5,68.45
noniid-labeldir-fine,s,31,69.15,74.3,66.66666666666667,71.45,68.575
noniid-labeldir-fine,s,32,69.24,74.4,66.73333333333333,71.6,68.65
noniid-labeldir-fine,s,33,69.32,74.5,66.8,71.7,68.725
noniid-labeldir-fine,s,34,69.3,74.5,66.78333333333333,71.65,68.7125
noniid-labeldir-fine,s,35,69.39,74.65,66.85,71.75,68.8
noniid-labeldir-fine,s,36,69.47,74.7,66.98333333333333,71.7,68.9125
noniid-labeldir-fine,s,37,69.5,74.75,67.03333333333333,71.65,68.9625
noniid-labeldir-fine,s,38,69.52,74.7,67.11666666666666,71.55,69.0125
noniid-labeldir-fine,s,39,69.62,74.8,67.21666666666667,71.65,69.1125
noniid-labeldir-fine,s,40,69.65,74.75,67.25,71.75,69.125
noniid-labeldir-fine,s,41,69.7,74.75,67.26666666666667,71.95,69.1375
noniid-labeldir-fine,s,42,69.76,74.85,67.3,72.05,69.1875
noniid-labeldir-fine,s,43,69.83,74.9,67.35,72.2,69.2375
noniid-labeldir-fine,s,44,69.93,74.95,67.45,72.35,69.325
noniid-labeldir-fine,s,45,70.01,74.9,67.55,72.5,69.3875
noniid-labeldir-fine,s,46,70.05,74.9,67.6,72.55,69.425
noniid-labeldir-fine,s,47,70.11,74.9,67.71666666666667,72.5,69.5125
noniid-labeldir-fine,s,48,70.14,74.9,67.73333333333333,72.6,69.525
noniid-labeldir-fine,s,49,70.2,74.85,67.85,72.6,69.6
noniid-labeldir-fine,s,50,70.21,74.95,67.8,72.7,69.5875
noniid-labeldir-fine,s,51,70.21,75.0,67.78333333333333,72.7,69.5875
noniid-labeldir-fine,s,52,70.24,74.9,67.85,72.75,69.6125
noniid-labeldir-fine,s,53,70.3,74.95,67.9,72.85,69.6625
noniid-labeldir-fine,s,54,70.25,74.85,67.9,72.7,69.6375
noniid-labeldir-fine,s,55,70.27,74.8,67.93333333333334,72.75,69.65
noniid-labeldir-fine,s,56,70.32,74.8,68.0,72.8,69.7
noniid-labeldir-fine,s,57,70.38,74.85,68.05,72.9,69.75
noniid-labeldir-fine,s,58,70.44,74.9,68.15,72.85,69.8375
noniid-labeldir-fine,s,59,70.47,74.95,68.18333333333334,72.85,69.875
noniid-labeldir-fine,s,60,70.46,74.9,68.2,72.8,69.875
noniid-labeldir-fine,s,61,70.53,74.95,68.26666666666667,72.9,69.9375
noniid-labeldir-fine,s,62,70.54,74.95,68.3,72.85,69.9625
noniid-labeldir-fine,s,63,70.5,74.95,68.28333333333333,72.7,69.95
noniid-labeldir-fine,s,64,70.52,75.05,68.3,72.65,69.9875
noniid-labeldir-fine,s,65,70.62,75.05,68.4,72.85,70.0625
noniid-labeldir-fine,s,66,70.57,74.95,68.36666666666666,72.8,70.0125
noniid-labeldir-fine,s,67,70.59,74.95,68.41666666666667,72.75,70.05
noniid-labeldir-fine,s,68,70.65,75.05,68.48333333333333,72.75,70.125
noniid-labeldir-fine,s,69,70.68,75.2,68.48333333333333,72.75,70.1625
noniid-labeldir-fine,s,70,70.78,75.3,68.58333333333333,72.85,70.2625
noniid-labeldir-fine,s,71,70.79,75.3,68.6,72.85,70.275
noniid-labeldir-fine,s,72,70.74,75.35,68.53333333333333,72.75,70.2375
noniid-labeldir-fine,s,73,70.8,75.4,68.58333333333333,72.85,70.2875
noniid-labeldir-fine,s,74,70.81,75.35,68.65,72.75,70.325
noniid-labeldir-fine,s,75,70.8,75.3,68.66666666666667,72.7,70.325
noniid-labeldir-fine,s,76,70.86,75.3,68.73333333333333,72.8,70.375
noniid-labeldir-fine,s,77,70.83,75.3,68.7,72.75,70.35
noniid-labeldir-fine,s,78,70.8,75.3,68.63333333333334,72.8,70.3
noniid-labeldir-fine,s,79,70.79,75.3,68.63333333333334,72.75,70.3
noniid-labeldir-fine,s,80,70.77,75.2,68.65,72.7,70.2875
noniid-labeldir-fine,s,81,70.81,75.25,68.73333333333333,72.6,70.3625
noniid-labeldir-fine,s,82,70.8,75.25,68.73333333333333,72.55,70.3625
noniid-labeldir-fine,s,83,70.84,75.25,68.81666666666666,72.5,70.425
noniid-labeldir-fine,s,84,70.86,75.25,68.85,72.5,70.45
noniid-labeldir-fine,s,85,70.89,75.35,68.88333333333334,72.45,70.5
noniid-labeldir-fine,s,86,70.9,75.4,68.88333333333334,72.45,70.5125
noniid-labeldir-fine,s,87,70.93,75.5,68.91666666666667,72.4,70.5625
noniid-labeldir-fine,s,88,70.99,75.5,69.0,72.45,70.625
noniid-labeldir-fine,s,89,70.99,75.55,69.01666666666667,72.35,70.65
noniid-labeldir-fine,s,90,71.02,75.6,69.05,72.35,70.6875
noniid-labeldir-fine,s,91,71.04,75.65,69.05,72.4,70.7
noniid-labeldir-fine,s,92,71.04,75.6,69.06666666666666,72.4,70.7
noniid-labeldir-fine,s,93,71.09,75.7,69.13333333333334,72.35,70.775
noniid-labeldir-fine,s,94,71.05,75.7,69.13333333333334,72.15,70.775
noniid-labeldir-fine,s,95,71.13,75.75,69.28333333333333,72.05,70.9
noniid-labeldir-fine,s,96,71.12,75.85,69.25,72.0,70.9
noniid-labeldir-fine,s,97,71.16,75.9,69.3,72.0,70.95
noniid-labeldir-fine,s,98,71.16,75.9,69.31666666666666,71.95,70.9625
noniid-labeldir-fine,s,99,71.24,75.9,69.41666666666667,72.05,71.0375
noniid-labeldir-fine,s,100,71.22,75.95,69.38333333333334,72.0,71.025
client-longtail,e2,0,64.95,,,66.35,64.6
client-longtail,e2,1,64.98,,,66.35,64.6375
client-longtail,e2,2,65.03,,,66.4,64.6875
client-longtail,e2,3,65.11,,,66.55,64.75
client-longtail,e2,4,65.15,,,66.55,64.8
client-longtail,e2,5,65.2,,,66.55,64.8625
client-longtail,e2,6,65.27,,,66.6,64.9375
client-longtail,e2,7,65.4,,,66.6,65.1
client-longtail,e2,8,65.56,,,66.95,65.2125
client-longtail,e2,9,65.63,,,67.1,65.2625
client-longtail,e2,10,65.71,,,67.2,65.3375
client-longtail,e2,11,65.72,,,67.25,65.3375
client-longtail,e2,12,65.76,,,67.25,65.3875
client-longtail,e2,13,65.83,,,67.35,65.45
client-longtail,e2,14,65.91,,,67.35,65.55
client-longtail,e2,15,66.0,,,67.55,65.6125
client-longtail,e2,16,66.06,,,67.7,65.65
client-longtail,e2,17,66.09,,,67.75,65.675
client-longtail,e2,18,66.18,,,67.8,65.775
client-longtail,e2,19,66.21,,,67.9,65.7875
client-longtail,e2,20,66.29,,,67.95,65.875
client-longtail,e2,21,66.29,,,67.95,65.875
client-longtail,e2,22,66.31,,,67.95,65.9
client-longtail,e2,23,66.4,,,68.05,65.9875
client-longtail,e2,24,66.45,,,68.05,66.05
client-longtail,e2,25,66.49,,,68.15,66.075
client-longtail,e2,26,66.51,,,68.15,66.1
client-longtail,e2,27,66.55,,,68.2,66.1375
client-longtail,e2,28,66.57,,,68.2,66.1625
client-longtail,e2,29,66.59,,,68.15,66.2
client-longtail,e2,30,66.66,,,68.15,66.2875
client-longtail,e2,31,66.69,,,68.15,66.325
client-longtail,e2,32,66.69,,,68.15,66.325
client-longtail,e2,33,66.71,,,68.15,66.35
client-longtail,e2,34,66.72,,,68.15,66.3625
client-longtail,e2,35,66.77,,,68.15,66.425
client-longtail,e2,36,66.77,,,68.15,66.425
client-longtail,e2,37,66.81,,,68.15,66.475
client-longtail,e2,38,66.84,,,68.2,66.5
client-longtail,e2,39,66.92,,,68.25,66.5875
client-longtail,e2,40,66.91,,,68.25,66.575
client-longtail,e2,41,66.95,,,68.35,66.6
client-longtail,e2,42,66.99,,,68.3,66.6625
client-longtail,e2,43,67.02,,,68.35,66.6875
client-longtail,e2,44,67.09,,,68.4,66.7625
client-longtail,e2,45,67.11,,,68.45,66.775
client-longtail,e2,46,67.14,,,68.55,66.7875
client-longtail,e2,47,67.15,,,68.6,66.7875
client-longtail,e2,48,67.16,,,68.55,66.8125
client-longtail,e2,49,67.21,,,68.6,66.8625
client-longtail,e2,50,67.27,,,68.6,66.9375
client-longtail,e2,51,67.33,,,68.65,67.0
client-longtail,e2,52,67.36,,,68.7,67.025
client-longtail,e2,53,67.4,,,68.7,67.075
client-longtail,e2,54,67.4,,,68.6,67.1
client-longtail,e2,55,67.43,,,68.65,67.125
client-longtail,e2,56,67.42,,,68.6,67.125
client-longtail,e2,57,67.43,,,68.6,67.1375
client-longtail,e2,58,67.49,,,68.65,67.2
client-longtail,e2,59,67.51,,,68.55,67.25
client-longtail,e2,60,67.52,,,68.55,67.2625
client-longtail,e2,61,67.54,,,68.6,67.275
client-longtail,e2,62,67.56,,,68.7,67.275
client-longtail,e2,63,67.57,,,68.7,67.2875
client-longtail,e2,64,67.56,,,68.75,67.2625
client-longtail,e2,65,67.6,,,68.85,67.2875
client-longtail,e2,66,67.62,,,68.85,67.3125
client-longtail,e2,67,67.59,,,68.75,67.3
client-longtail,e2,68,67.58,,,68.8,67.275
client-longtail,e2,69,67.62,,,68.9,67.3
client-longtail,e2,70,67.65,,,68.9,67.3375
client-longtail,e2,71,67.7,,,68.9,67.4
client-longtail,e2,72,67.76,,,68.95,67.4625
client-longtail,e2,73,67.78,,,69.0,67.475
client-longtail,e2,74,67.79,,,69.1,67.4625
client-longtail,e2,75,67.82,,,69.1,67.5
client-longtail,e2,76,67.82,,,69.15,67.4875
client-longtail,e2,77,67.82,,,69.15,67.4875
client-longtail,e2,78,67.85,,,69.4,67.4625
client-longtail,e2,79,67.88,,,69.4,67.5
client-longtail,e2,80,67.93,,,69.5,67.5375
client-longtail,e2,81,67.95,,,69.55,67.55
client-longtail,e2,82,67.96,,,69.55,67.5625
client-longtail,e2,83,67.97,,,69.6,67.5625
client-longtail,e2,84,68.02,,,69.6,67.625
client-longtail,e2,85,68.03,,,69.6,67.6375
client-longtail,e2,86,68.05,,,69.65,67.65
client-longtail,e2,87,68.06,,,69.55,67.6875
client-longtail,e2,88,68.07,,,69.55,67.7
client-longtail,e2,89,68.06,,,69.55,67.6875
client-longtail,e2,90,68.08,,,69.55,67.7125
client-longtail,e2,91,68.09,,,69.6,67.7125
client-longtail,e2,92,68.09,,,69.6,67.7125
client-longtail,e2,93,68.11,,,69.6,67.7375
client-longtail,e2,94,68.16,,,69.7,67.775
client-longtail,e2,95,68.19,,,69.75,67.8
client-longtail,e2,96,68.2,,,69.75,67.8125
client-longtail,e2,97,68.22,,,69.8,67.825
client-longtail,e2,98,68.24,,,69.85,67.8375
client-longtail,e2,99,68.22,,,69.8,67.825
client-longtail,e2,100,68.25,,,69.8,67.8625
