方法,round,类别组,普通提案margin变化乘1e4,修正margin变化乘1e4,提交A净margin变化乘1e4,分类LA修正变化_类均衡,功能权重份额,CP显式样本权重份额
Full-CP μ3,66,Head20,0.5206405413379961,-0.31083307736503446,0.20980746397296168,0.0007476634999661531,0.24077584416954778,0.6133493087909301
Full-CP μ3,66,Middle60,0.002369348283135013,0.06888254336576276,0.07125189164889778,0.0004536600195445626,0.7027562229341129,0.3725454003215418
Full-CP μ3,66,Tail20,-0.05016282472449044,0.059543857059907154,0.009381032335416725,-0.001964575359209751,0.05646794931089971,0.014105282643868122
Full-CP μ3,66,Many35,0.23663262244578193,-0.05035376570045754,0.1862788567453244,0.0006210836434379321,0.46942557086003944,0.8134968126760214
Full-CP μ3,66,Medium35,0.0816551235940425,-0.03476393555469857,0.04689118803934394,0.0008820143896896006,0.38652210851432756,0.15838480547245126
Full-CP μ3,66,Few30,-0.052945196071188104,0.06954292465912286,0.016597728587934738,-0.0016575689057220615,0.14405233704019338,0.028118373607867397
Full-CP μ3,67,Head20,0.5228197551600482,-0.35716598845061714,0.16565376670943102,0.0008666844857948821,0.24016695306636393,0.6133493087909301
Full-CP μ3,67,Middle60,-0.011366595625398379,0.08319509075054929,0.07182849512515088,0.0005041492070864873,0.7068535183207132,0.3725454003215418
Full-CP μ3,67,Tail20,-0.06562726242312542,0.08326999425965671,0.017642731836531315,-0.0023211057387137165,0.0529795283509884,0.014105282643868122
Full-CP μ3,67,Many35,0.22146005343720507,-0.05623756284392164,0.16522249059328342,0.0007181451035138398,0.47116719391488004,0.8134968126760214
Full-CP μ3,67,Medium35,0.08379793581093661,-0.03859700709947279,0.04520092871146375,0.0010011233905118067,0.3933140601438936,0.15838480547245126
Full-CP μ3,67,Few30,-0.07407251688234685,0.09443318364108516,0.02036066675873831,-0.0019671289974695027,0.1355187456792919,0.028118373607867397
Full-CP μ3,68,Head20,0.48459193557833524,-0.3313659285713075,0.15322600700702768,0.000731982797543381,0.24651570034620818,0.6133493087909301
Full-CP μ3,68,Middle60,-0.002780651793647282,0.061739889359693566,0.05895923756604627,0.0004524450993825708,0.6912184584070928,0.3725454003215418
Full-CP μ3,68,Tail20,-0.06073805222210166,0.0792663879110478,0.018528335688946154,-0.0019287826085928827,0.06226589011203032,0.014105282643868122
Full-CP μ3,68,Many35,0.22226809950159737,-0.07437727548696571,0.14789082401463158,0.0006177058139314658,0.4628187599009834,0.8134968126760214
Full-CP μ3,68,Medium35,0.0678856894328292,-0.03110689113901052,0.03677879829381868,0.0008308788272996887,0.3915595735888928,0.15838480547245126
Full-CP μ3,68,Few30,-0.061504801773303114,0.07847827934285297,0.016973477569549825,-0.0015829917567042062,0.1456217153754551,0.028118373607867397
Full-CP μ3,69,Head20,0.4771956142943181,-0.3393073462619197,0.13788826803239826,0.0008042772219785298,0.24775631053489633,0.6133493087909301
Full-CP μ3,69,Middle60,-0.008926418823168976,0.07513634336388317,0.06620992454071414,0.0004978405603490948,0.6975576734985225,0.3725454003215418
Full-CP μ3,69,Tail20,-0.0755136628868058,0.0921630514009545,0.01664938851414869,-0.002197791624542636,0.05468602801556699,0.014105282643868122
Full-CP μ3,69,Many35,0.20938578528733626,-0.05970312832053398,0.1496826569668023,0.0006746520635398087,0.4721188470721245,0.8134968126760214
Full-CP μ3,69,Medium35,0.07576483724863199,-0.037930013636626445,0.037834823612005554,0.0009729772552012626,0.38954743472277187,0.15838480547245126
Full-CP μ3,69,Few30,-0.08274059633329285,0.09941515577047659,0.016674559437183767,-0.0018555626862091312,0.13833373025408946,0.028118373607867397
Full-CP μ3,70,Head20,0.5358461952458976,-0.3675123159560923,0.16833387928980514,0.0007723784465226065,0.24195061648788396,0.6133493087909301
Full-CP μ3,70,Middle60,-0.002766803710384095,0.059774099253533323,0.05700729554314921,0.00046232961969792615,0.6958593597519211,0.3725454003215418
Full-CP μ3,70,Tail20,-0.08827811301064986,0.0904509812244214,0.0021728682137715323,-0.0019621044214970123,0.062190047348849475,0.014105282643868122
Full-CP μ3,70,Many35,0.24380963752602455,-0.0970680487644618,0.14674158876156268,0.0006548373649455762,0.4540592968114652,0.8134968126760214
Full-CP μ3,70,Medium35,0.08239115878890753,-0.027202686828630408,0.05518847196027711,0.0008127714145562213,0.3960941315308446,0.15838480547245126
Full-CP μ3,70,Few30,-0.08772248163135714,0.07982316687789365,-0.0078993147534635,-0.001580701653339182,0.1498465952463448,0.028118373607867397
Full-CP μ3,71,Head20,0.49496222000001394,-0.3298383281845089,0.165123891815505,0.00076827086707348,0.23802692555182148,0.6133493087909301
Full-CP μ3,71,Middle60,-0.007257828431558841,0.07186139327748281,0.06460356484592396,0.00042432789432407894,0.7074347038578708,0.3725454003215418
Full-CP μ3,71,Tail20,-0.08847830273831885,0.0992856594772699,0.010807356738951057,-0.002063805026312669,0.054538349344511516,0.014105282643868122
Full-CP μ3,71,Many35,0.22654660991807096,-0.06423196925185196,0.162314640666219,0.0006293486724568195,0.46671693431562744,0.8134968126760214
Full-CP μ3,71,Medium35,0.06888964717336636,-0.031079277404382537,0.03781036976898382,0.0008621564451026304,0.392534497048473,0.15838480547245126
Full-CP μ3,71,Few30,-0.08820201196199792,0.10121746184907993,0.013015449887082007,-0.0017551229546639928,0.14074854739010334,0.028118373607867397
Full-CP μ3,72,Head20,0.50619118853584,-0.3670097015582766,0.13918148697756325,0.0008295287976192516,0.24424166075186804,0.6133493087909301
Full-CP μ3,72,Middle60,-0.0058345071547282875,0.07765869883416546,0.07182419167943718,0.0004621784252575371,0.6949570680299075,0.3725454003215418
Full-CP μ3,72,Tail20,-0.09113509537807356,0.11039273231290282,0.01925763693482925,-0.002301593962862777,0.06080124035361223,0.014105282643868122
Full-CP μ3,72,Many35,0.2325724785317768,-0.07610021657863965,0.15647226195313715,0.000685367557196545,0.46348192663572263,0.8134968126760214
Full-CP μ3,72,Medium35,0.07332264321228187,-0.02972308437584173,0.04359955883644011,0.0009148550542226997,0.3918636857852107,0.15838480547245126
Full-CP μ3,72,Few30,-0.09184259423901411,0.10769993595164333,0.015857341712629206,-0.0019239463063030619,0.14465435671445448,0.028118373607867397
Full-CP μ3,73,Head20,0.5169390402195401,-0.3772726810954596,0.13966635912408057,0.0008546817471803924,0.24228622076043393,0.6133493087909301
Full-CP μ3,73,Middle60,-0.006474189907916176,0.08138611927210357,0.07491192936418742,0.0004863505883365404,0.7029436320590321,0.3725454003215418
Full-CP μ3,73,Tail20,-0.10163963840265448,0.12436547258403154,0.022725834181377042,-0.0024848396581364793,0.05477019962563645,0.014105282643868122
Full-CP μ3,73,Many35,0.237966264550695,-0.07668967755638673,0.1612765869943083,0.0007046527932665811,0.47028932426474057,0.8134968126760214
Full-CP μ3,73,Medium35,0.07725920877564514,-0.03330207162466991,0.0439571371509752,0.000978690546345421,0.3890831171593163,0.15838480547245126
Full-CP μ3,73,Few30,-0.10384516415197201,0.1224911402478212,0.018645976095849195,-0.00207797132684498,0.1406276110210456,0.028118373607867397
Full-CP μ3,74,Head20,0.5334506577360516,-0.3930755691893186,0.14037508854673303,0.0008676573084516852,0.24005099115311168,0.6133493087909301
Full-CP μ3,74,Middle60,-0.006509318467636591,0.08079130159126173,0.07428198312362519,0.00047775203443622364,0.7007216093625175,0.3725454003215418
Full-CP μ3,74,Tail20,-0.11126326668697098,0.1202497349974389,0.0089864683104679,-0.0024508471284449725,0.05922744300914928,0.014105282643868122
Full-CP μ3,74,Many35,0.2484679537296961,-0.08957599773136155,0.15889195599833464,0.0007174964905129263,0.46405785392562393,0.8134968126760214
Full-CP μ3,74,Medium35,0.07668679591071922,-0.0272554198096954,0.04943137610102383,0.0009374487647690077,0.3838389113661833,0.15838480547245126
Full-CP μ3,74,Few30,-0.11090758414970403,0.11600203418583684,0.005094450036132776,-0.002030725275618667,0.1521032782329712,0.028118373607867397
Full-CP μ3,75,Head20,0.514290903325732,-0.37090925676123293,0.1433816465644991,0.0008456474002543655,0.2408481920574559,0.6133493087909301
Full-CP μ3,75,Middle60,-0.002585115638736848,0.08227307422479051,0.07968795858605364,0.0004643186269507099,0.7014995294593973,0.3725454003215418
Full-CP μ3,75,Tail20,-0.10023039406708752,0.11831607844214885,0.018085684375061348,-0.002473652051218475,0.057652349380077794,0.014105282643868122
Full-CP μ3,75,Many35,0.24166189927518866,-0.0764679629249587,0.16519393635023,0.0006970770065818356,0.4696160904568387,0.8134968126760214
Full-CP μ3,75,Medium35,0.08134206796764783,-0.02895632431294145,0.052385743654706364,0.0009456408069670076,0.3894273714540759,0.15838480547245126
Full-CP μ3,75,Few30,-0.1059678535550199,0.11914569801440844,0.013177844459388523,-0.0020732032958816374,0.14095660898601636,0.028118373607867397
Full-CP μ3,76,Head20,0.5047931762543947,-0.35565093937057246,0.14914223688382222,0.0008237019763208652,0.2426856841193512,0.6133493087909301
Full-CP μ3,76,Middle60,-0.00830021237424442,0.07922496737609509,0.07092475500185066,0.0004552469278975896,0.6986580844968557,0.3725454003215418
Full-CP μ3,76,Tail20,-0.09185537977221733,0.10659471008693798,0.014739330314720668,-0.002372215491098662,0.058656256849644706,0.014105282643868122
Full-CP μ3,76,Many35,0.23423359588734632,-0.07245895296341993,0.16177464292392638,0.0006755412701331793,0.4677459371596342,0.8134968126760214
Full-CP μ3,76,Medium35,0.07497721707701573,-0.03069999890736924,0.04427721816964648,0.000939885113907768,0.3889260718424339,0.15838480547245126
Full-CP μ3,76,Few30,-0.10205450888545964,0.11276455907902119,0.010710050193561547,-0.0020065126021044572,0.14332801646378357,0.028118373607867397
Full-CP μ3,77,Head20,0.5292696827502291,-0.3738739964750961,0.15539568627513298,0.0008512384709019905,0.24921255014487542,0.6133493087909301
Full-CP μ3,77,Middle60,-0.006207108665575293,0.07828954770947025,0.07208243904389496,0.00047250327929878054,0.6912631565210177,0.3725454003215418
Full-CP μ3,77,Tail20,-0.09979233436752111,0.10977654843979205,0.00998421407227094,-0.0024381612423652163,0.059524334443267435,0.014105282643868122
Full-CP μ3,77,Many35,0.24624251352417084,-0.08241690605703002,0.1638256074671407,0.0007018483797362246,0.47140335888252594,0.8134968126760214
Full-CP μ3,77,Medium35,0.08302581428482227,-0.03257679316814481,0.0504490211166774,0.0009638015164305401,0.38948224707564805,0.15838480547245126
Full-CP μ3,77,Few30,-0.11024236751983711,0.11467344582477515,0.00443107830493802,-0.002056200167905815,0.13911443515098654,0.028118373607867397
Full-CP μ3,78,Head20,0.522753969239553,-0.37069769720691037,0.1520562720326426,0.0008823162215026769,0.240311277564615,0.6133493087909301
Full-CP μ3,78,Middle60,-0.011506915585077482,0.08709992886707045,0.07559301328199296,0.00044628662035380457,0.7011146750592161,0.3725454003215418
Full-CP μ3,78,Tail20,-0.09609286353224888,0.107479548023548,0.011386684491299091,-0.0026494738139444963,0.05857397467480041,0.014105282643868122
Full-CP μ3,78,Many35,0.23656503130788084,-0.07067555820526499,0.16588947310261587,0.0007085004860194276,0.4678150205727434,0.8134968126760214
Full-CP μ3,78,Medium35,0.08546678393438606,-0.03601487429065063,0.049451909643735366,0.0009989035839912666,0.388767790311249,0.15838480547245126
Full-CP μ3,78,Few30,-0.11427687848126357,0.1231932628571341,0.008916384375870527,-0.0022775032359327466,0.14341711641463917,0.028118373607867397
Full-CP μ3,79,Head20,0.5568090964056469,-0.40088800194738056,0.1559210944582663,0.0009089570050127354,0.24559546643286012,0.6133493087909301
Full-CP μ3,79,Middle60,-0.012201366714110163,0.08953490025776438,0.07733353354365423,0.00045107222412215574,0.6923601917515043,0.3725454003215418
Full-CP μ3,79,Tail20,-0.10232829614930476,0.12001119418224941,0.017682898032944646,-0.0029243505268823355,0.06204433360835537,0.014105282643868122
Full-CP μ3,79,Many35,0.2524904782632618,-0.08233673764189156,0.17015374062137023,0.000731519857525574,0.4730495306866942,0.8134968126760214
Full-CP μ3,79,Medium35,0.08780495242617532,-0.03472573698610872,0.053079215440066586,0.0010005460454144699,0.3869757981883595,0.15838480547245126
Full-CP μ3,79,Few30,-0.1184268690616689,0.12839148240477496,0.009964613343106098,-0.00246219478643214,0.13997466291766614,0.028118373607867397
Full-CP μ3,80,Head20,0.5711715567990376,-0.382710173589255,0.1884613832097826,0.0008894680180008411,0.2432175343274139,0.6133493087909301
Full-CP μ3,80,Middle60,-0.0068056455885213375,0.08770476479648327,0.08089911920796199,0.0003986167457766185,0.7005619545670925,0.3725454003215418
Full-CP μ3,80,Tail20,-0.10338525947493811,0.11152390701075393,0.008138647535815837,-0.002773705959164848,0.056220514699816704,0.014105282643868122
Full-CP μ3,80,Many35,0.26760606603906767,-0.07763630711172076,0.1899697589273469,0.0007029190894542446,0.47925402816326823,0.8134968126760214
Full-CP μ3,80,Medium35,0.08763070401702223,-0.035493885776222305,0.0521368182407999,0.0009425105238151195,0.384869759567664,0.15838480547245126
Full-CP μ3,80,Few30,-0.1161966580264145,0.12660391024323275,0.010407252216818262,-0.0023785930180370255,0.13587621586339083,0.028118373607867397
Full-CP μ3,81,Head20,0.5339184175734545,-0.37362888803622885,0.1602895295372256,0.0008658072250191586,0.24367094985791482,0.6133493087909301
Full-CP μ3,81,Middle60,-0.010822738253315103,0.08610961515834435,0.07528687690502923,0.00042187021535877836,0.697053686119034,0.3725454003215418
Full-CP μ3,81,Tail20,-0.10657282764441334,0.11015510172001086,0.003582274075597521,-0.002794868652514803,0.05927529868495185,0.014105282643868122
Full-CP μ3,81,Many35,0.2445237716145736,-0.07315322505474611,0.17137054655982742,0.0006940846603594481,0.46597412729170173,0.8134968126760214
Full-CP μ3,81,Medium35,0.08494398156699959,-0.036639216602750546,0.04830476496424902,0.0009643134578413026,0.3867526293179253,0.15838480547245126
Full-CP μ3,81,Few30,-0.12112746193243804,0.12466122137295609,0.0035337594405180353,-0.002377098325513748,0.14727317805227358,0.028118373607867397
Full-CP μ3,82,Head20,0.5242637541707614,-0.3785744058802991,0.14568934829046234,0.0009007049962362033,0.24167661191313528,0.6133493087909301
Full-CP μ3,82,Middle60,-0.00899853359182814,0.09221893961048616,0.083220406018658,0.00043193186846039055,0.7020583007688401,0.3725454003215418
Full-CP μ3,82,Tail20,-0.0955355045637892,0.11168853113000902,0.016153026566219825,-0.002876012955287782,0.05626519460929558,0.014105282643868122
Full-CP μ3,82,Many35,0.24117484339429063,-0.0674165413843198,0.17375830200997083,0.0007224012937545613,0.46688727573200595,0.8134968126760214
Full-CP μ3,82,Medium35,0.08619854196228934,-0.03776891094418098,0.04842963101810836,0.000999385084346792,0.39563684990571346,0.15838480547245126
Full-CP μ3,82,Few30,-0.11411385036168487,0.12923032377069654,0.015116473409011708,-0.0024617590102318497,0.13747598165355157,0.028118373607867397
Full-CP μ3,83,Head20,0.523167866849969,-0.39727323267413334,0.12589463417583568,0.0009006008671454952,0.24256832865648903,0.6133493087909301
Full-CP μ3,83,Middle60,-0.00035225437711367685,0.08339211640236446,0.08303986202525078,0.0004345837057229252,0.7025779125397094,0.3725454003215418
Full-CP μ3,83,Tail20,-0.10010457966321458,0.11420936983389163,0.014104790170677006,-0.0028579253901261834,0.054853838999406435,0.014105282643868122
Full-CP μ3,83,Many35,0.2503457636302758,-0.0876489651611738,0.162696798469102,0.0007253887316706749,0.47005097928922623,0.8134968126760214
Full-CP μ3,83,Medium35,0.08792260248540958,-0.03988374218953318,0.048038860295876375,0.0009779347778771518,0.3936887919262517,0.15838480547245126
Full-CP μ3,83,Few30,-0.1133087444313573,0.12686314948705912,0.013554405055701834,-0.0024229263650137394,0.13626030898012687,0.028118373607867397
Full-CP μ3,84,Head20,0.5216514497303331,-0.4145922293250446,0.10705922040528842,0.0009312981805333156,0.2409522983507486,0.6133493087909301
Full-CP μ3,84,Middle60,-0.002541685041498153,0.08495202720532401,0.0824103421638258,0.00040587767776761733,0.7016563954966841,0.3725454003215418
Full-CP μ3,84,Tail20,-0.11218198536274333,0.13877501866469777,0.02659303330195447,-0.0029387560948574295,0.05739124280808028,0.014105282643868122
Full-CP μ3,84,Many35,0.24410362141521305,-0.09575360920658464,0.1483500122086284,0.0007397880433038995,0.4677952486963477,0.8134968126760214
Full-CP μ3,84,Medium35,0.09441230077365585,-0.03917073382332835,0.05524156695032748,0.0009459418310790281,0.3914340793271549,0.15838480547245126
Full-CP μ3,84,Few30,-0.12703896972495024,0.1434376475053153,0.01639867778036505,-0.00249323477412759,0.1407706086320104,0.028118373607867397
Full-CP μ3,85,Head20,0.5639607567032486,-0.4104705641969498,0.15349019250629883,0.0009264559190577703,0.23919194098562002,0.6133493087909301
Full-CP μ3,85,Middle60,-0.006498181971782964,0.09047942407924585,0.08398124210746293,0.00038708316634449827,0.6994139610615093,0.3725454003215418
Full-CP μ3,85,Tail20,-0.1578527347495158,0.17171145057848963,0.0138587158289738,-0.0031298565794713796,0.061394039541482925,0.014105282643868122
Full-CP μ3,85,Many35,0.26160688654786995,-0.08809491603121011,0.17351197051665976,0.0007415128547829561,0.46961084818758536,0.8134968126760214
Full-CP μ3,85,Medium35,0.09769379858811389,-0.037220574452244456,0.060473224135869454,0.0009371437826424274,0.3878895947127603,0.15838480547245126
Full-CP μ3,85,Few30,-0.16144181529972512,0.16798751131021525,0.006545696010490133,-0.0026532001845830243,0.1424994986882666,0.028118373607867397
Full-CP μ3,86,Head20,0.5438569721364301,-0.41130371066260313,0.13255326147382696,0.0009117805165755873,0.2392133420216851,0.6133493087909301
Full-CP μ3,86,Middle60,-0.0006190007802853774,0.08382314240842859,0.08320414162814319,0.00041447231030517835,0.7013732364866883,0.3725454003215418
Full-CP μ3,86,Tail20,-0.16742613491563438,0.17137075434826932,0.0039446194326349816,-0.002966025169977608,0.05941332677321043,0.014105282643868122
Full-CP μ3,86,Many35,0.2577519553052696,-0.09500552273736433,0.1627464325679053,0.0007336116141321216,0.4681408793985611,0.8134968126760214
Full-CP μ3,86,Medium35,0.09647076170736102,-0.03934691713552986,0.05712384457183114,0.000958387595210174,0.389564333105227,0.15838480547245126
Full-CP μ3,86,Few30,-0.16354394659477595,0.16443549379234448,0.0008915471975685338,-0.002514550892557002,0.14229469277779572,0.028118373607867397
Full-CP μ3,87,Head20,0.5326978001580918,-0.4131481245116471,0.11954967564644473,0.0009435529705342971,0.23750208063574973,0.6133493087909301
Full-CP μ3,87,Middle60,-0.00959791635690762,0.09068011389137648,0.08108219753446885,0.00038245637697693647,0.703598779902677,0.3725454003215418
Full-CP μ3,87,Tail20,-0.18232492099438483,0.1790662036607197,-0.003258717333665117,-0.0030525244822880875,0.058899178344290704,0.014105282643868122
Full-CP μ3,87,Many35,0.24472544192357557,-0.0893906017310085,0.15533484019256705,0.0007442863163998268,0.46134747976611834,0.8134968126760214
Full-CP μ3,87,Medium35,0.09426271956901475,-0.040354748001570635,0.05390797156744406,0.000965454219595095,0.39248815209430177,0.15838480547245126
Full-CP μ3,87,Few30,-0.18110010167936597,0.17667518857014383,-0.004424913109222157,-0.0026357655458760635,0.14616440702229738,0.028118373607867397
Full-CP μ3,88,Head20,0.5326833871524428,-0.44369745860261556,0.08898592854982729,0.0009822695944580527,0.2373079495737329,0.6133493087909301
Full-CP μ3,88,Middle60,-0.007724992883847552,0.0851134913960461,0.07738849851219853,0.00044822948546384113,0.707067262585042,0.3725454003215418
Full-CP μ3,88,Tail20,-0.17483158165608378,0.17957408951284984,0.004742507856766074,-0.0030757287284359338,0.05562484203255735,0.014105282643868122
Full-CP μ3,88,Many35,0.2486212464519599,-0.10833184344711648,0.14028940300484344,0.0007846445779556946,0.4623968757368857,0.8134968126760214
Full-CP μ3,88,Medium35,0.09251081085365503,-0.04562149403209804,0.04688931682155708,0.0010425738812211924,0.3935909406718565,0.15838480547245126
Full-CP μ3,88,Few30,-0.17486951562667324,0.17375696379133196,-0.0011125518353412944,-0.0026309353207639393,0.1440122377825901,0.028118373607867397
Full-CP μ3,89,Head20,0.5629650748908666,-0.4193460725572307,0.14361900233363592,0.0009230219226330643,0.241213418848929,0.6133493087909301
Full-CP μ3,89,Middle60,-0.004644490498982913,0.08532934662496591,0.08068485612598296,0.00036325658834005745,0.7025567999226041,0.3725454003215418
Full-CP μ3,89,Tail20,-0.19502639370330146,0.18283847991066676,-0.012187913792634692,-0.0030492967219712835,0.05622976647282485,0.014105282643868122
Full-CP μ3,89,Many35,0.26422628933665643,-0.10158535361617227,0.16264093572048421,0.0007319275154474205,0.4643544809805462,0.8134968126760214
Full-CP μ3,89,Medium35,0.10002114255818129,-0.03766556810637008,0.062355574451811197,0.0009058068980328376,0.39009773811267223,0.15838480547245126
Full-CP μ3,89,Few30,-0.18895186408356643,0.17544637349518866,-0.013505490588377812,-0.0026016935052723318,0.1455477661511395,0.028118373607867397
Full-CP μ3,90,Head20,0.5507703791548113,-0.4142959892324516,0.13647438992235963,0.0009564335026855488,0.2407817974453792,0.6133493087909301
Full-CP μ3,90,Middle60,-0.006463146637128675,0.0951157351453431,0.08865258850821442,0.00041458500844013566,0.7048832029104233,0.3725454003215418
Full-CP μ3,90,Tail20,-0.18739856592825768,0.18965062087469656,0.0022520549464388764,-0.0032123220840003346,0.05433503682434093,0.014105282643868122
Full-CP μ3,90,Many35,0.2606840303176327,-0.08569446748540721,0.17498956283222555,0.0007635563593271049,0.47083199000917375,0.8134968126760214
Full-CP μ3,90,Medium35,0.09531754490855884,-0.04229631964268441,0.05302122526587439,0.0010263428550630605,0.3961315954220481,0.15838480547245126
Full-CP μ3,90,Few30,-0.18601358888711172,0.18979047636828983,0.0037768874811780757,-0.002762971454118112,0.13303645174892154,0.028118373607867397
Flat-CP μ1,61,Head20,0.42375340521030885,-0.22072259896735102,0.20303080624295783,0.0004966150587819206,0.3042904385365546,0.6133493087909301
Flat-CP μ1,61,Middle60,0.0051402847015786825,0.04525606793436024,0.050396352635938904,0.00030633498435655196,0.6475247726775706,0.3725454003215418
Flat-CP μ1,61,Tail20,-0.07404415810015054,0.07091390046601495,-0.0031302576341355882,-0.0013803968421416358,0.04818481998518109,0.014105282643868122
Flat-CP μ1,61,Many35,0.19429515781597584,-0.039489103337261584,0.1548060544787143,0.0004073680670943315,0.5056105768308043,0.8134968126760214
Flat-CP μ1,61,Medium35,0.06496740604676797,-0.027146691945487002,0.037820714101280954,0.0006176916613495541,0.3808580976910889,0.15838480547245126
Flat-CP μ1,61,Few30,-0.0590529236966048,0.06838143136436967,0.009328507667764871,-0.001172420903377906,0.11353135667741299,0.028118373607867397
Flat-CP μ1,62,Head20,0.41311099494737136,-0.2052396075144506,0.2078713874329207,0.00047126890459405716,0.3044914231868461,0.6133493087909301
Flat-CP μ1,62,Middle60,-0.0019451428596487664,0.04379925238678756,0.041854109527138805,0.00029459586676506915,0.6472919625230134,0.3725454003215418
Flat-CP μ1,62,Tail20,-0.07325231951350966,0.06573495920747519,-0.007517360306034489,-0.0013394631350335355,0.04821664618793875,0.014105282643868122
Flat-CP μ1,62,Many35,0.18468896315837616,-0.03491248964348491,0.14977647351489126,0.0003879391713389005,0.5059445339720696,0.8134968126760214
Flat-CP μ1,62,Medium35,0.059769028656493625,-0.026814785230128056,0.03295424342636555,0.0006017826563275778,0.37978865148033947,0.15838480547245126
Flat-CP μ1,62,Few30,-0.06251882588073787,0.06661055992147336,0.004091734040735493,-0.0011442798857070717,0.11426684644538909,0.028118373607867397
Flat-CP μ1,63,Head20,0.4147049276756534,-0.2056425183442504,0.20906240933140294,0.00047016930961273523,0.30403173761442304,0.6133493087909301
Flat-CP μ1,63,Middle60,0.002693561222640925,0.04545419916487503,0.048147760387515975,0.0002876132989168428,0.6477197888307273,0.3725454003215418
Flat-CP μ1,63,Tail20,-0.06830553854039559,0.06865254642131428,0.00034700788091868097,-0.0013631347982057682,0.04824851488228887,0.014105282643868122
Flat-CP μ1,63,Many35,0.19334957454447926,-0.03545156778413834,0.15789800676034094,0.0003862458021092946,0.5056179984239861,0.8134968126760214
Flat-CP μ1,63,Medium35,0.058867061543930836,-0.024249393686586955,0.03461766785734384,0.0005969723666809494,0.38070061057806015,0.15838480547245126
Flat-CP μ1,63,Few30,-0.057932693567691415,0.06923287209697218,0.011300178529280749,-0.0011671715914836208,0.11368143232539296,0.028118373607867397
Flat-CP μ1,64,Head20,0.41471397467045007,-0.2066617224407286,0.20805225222972135,0.00047250496748547954,0.3042327950242907,0.6133493087909301
Flat-CP μ1,64,Middle60,-0.007749061397762513,0.0471237758559136,0.03937471445815107,0.0002839259308443474,0.6481481285300106,0.3725454003215418
Flat-CP μ1,64,Tail20,-0.08775999691958228,0.07294261207183203,-0.01481738484775027,-0.0014104786468669772,0.04761904617771506,0.014105282643868122
Flat-CP μ1,64,Many35,0.18241842940566216,-0.03373964483532038,0.14867878457034178,0.00038643396837427247,0.5059523656382225,0.8134968126760214
Flat-CP μ1,64,Medium35,0.059677035890290255,-0.024637496710904438,0.0350395391793858,0.0006047283493886296,0.3809523694217205,0.15838480547245126
Flat-CP μ1,64,Few30,-0.07997351380689101,0.07320814326982507,-0.00676537053706595,-0.0012138199619556892,0.11309523467207327,0.028118373607867397
Flat-CP μ1,65,Head20,0.4261779471258487,-0.22649760679290795,0.19968034033294088,0.0005116696675255581,0.3046926761744544,0.6133493087909301
Flat-CP μ1,65,Middle60,-0.00525191085235125,0.05064698799547055,0.04539507714311928,0.0002990361791524194,0.647058850270696,0.3725454003215418
Flat-CP μ1,65,Tail20,-0.09356407584467281,0.08151961665134876,-0.01204445919332405,-0.0015469186089467255,0.04824851488228887,0.014105282643868122
Flat-CP μ1,65,Many35,0.18971882425168615,-0.03814219013697203,0.15157663411471411,0.00041675291224198486,0.5062789369840175,0.8134968126760214
Flat-CP μ1,65,Medium35,0.061290265727209574,-0.027028218040917783,0.03426204768629178,0.0006443001106953661,0.3800396720180288,0.15838480547245126
Flat-CP μ1,65,Few30,-0.08160517915929685,0.08067412543743974,-0.0009310537218570879,-0.0013299887960695157,0.11368143232539296,0.028118373607867397
Flat-CP μ1,66,Head20,0.43544883336887175,-0.22532799766536485,0.21012083570350676,0.0005095087643526302,0.3044914231868461,0.6133493087909301
Flat-CP μ1,66,Middle60,-0.005796674331637096,0.052284123361388074,0.04648744902975096,0.0002885566626819809,0.6472919625230134,0.3725454003215418
Flat-CP μ1,66,Tail20,-0.09705651609692723,0.08494681484686832,-0.012109701250058908,-0.0015873573472102484,0.04821664618793875,0.014105282643868122
Flat-CP μ1,66,Many35,0.19448854727115558,-0.03563382729326724,0.15885471997788828,0.00041255477330046683,0.5059445339720696,0.8134968126760214
Flat-CP μ1,66,Medium35,0.06591265041006364,-0.027378675733642,0.03853397467642164,0.0006413525830009408,0.38044915348291397,0.15838480547245126
Flat-CP μ1,66,Few30,-0.08979986777673366,0.08449537837517256,-0.005304489401561084,-0.001371010978892759,0.11360634444281459,0.028118373607867397
Flat-CP μ1,67,Head20,0.4366181212869158,-0.2479131984172325,0.18870492286968332,0.0005607720958216531,0.30489417066564783,0.6133493087909301
Flat-CP μ1,67,Middle60,-0.01821184771121942,0.0594076397289893,0.0411957920177699,0.0003211239630776284,0.6474867528886534,0.3725454003215418
Flat-CP μ1,67,Tail20,-0.11300698776418965,0.10100643509455645,-0.01200055266963318,-0.0017982636236896117,0.04761904617771506,0.014105282643868122
Flat-CP μ1,67,Many35,0.18058405886884052,-0.038055141789324155,0.1425289170795164,0.00045427941195185845,0.5066137412795797,0.8134968126760214
Flat-CP μ1,67,Medium35,0.066923798378893,-0.029847855209265705,0.037075943169627326,0.0007209870340915536,0.3809523694217205,0.15838480547245126
Flat-CP μ1,67,Few30,-0.10944210652964383,0.10009760040788276,-0.009344506121761091,-0.0015538906128073633,0.11243385903071612,0.028118373607867397
Flat-CP μ1,68,Head20,0.4041088573221776,-0.22471355762903283,0.17939529969314474,0.0005075275216888429,0.3038309211842716,0.6133493087909301
