方法,round,类别组,普通提案margin变化乘1e4,修正margin变化乘1e4,提交A净margin变化乘1e4,分类LA修正变化_类均衡,功能权重份额,CP显式样本权重份额
Full-CP μ1,64,Middle60,0.014438566004851308,0.04361467532335265,0.05805324132820396,0.0007541105459352753,0.7042231451632688,0.3725454003215418
Full-CP μ1,64,Tail20,0.006444610577697558,-0.000991457879232862,0.005453152698464696,-0.001877493102995989,0.06150150082248729,0.014105282643868122
Full-CP μ1,64,Many35,0.2757588970557043,-0.14931925355408565,0.12643964350161874,0.0009370303492213622,0.4589145901991287,0.8134968126760214
Full-CP μ1,64,Medium35,0.08325028163620327,-0.0456528869551354,0.037597394681067896,0.0011289051627668037,0.39469468292372767,0.15838480547245126
Full-CP μ1,64,Few30,0.004872630910025997,0.003664923172525652,0.00853755408255164,-0.0014700573480096943,0.1463907323195599,0.028118373607867397
Full-CP μ1,65,Head20,0.601074574265066,-0.46392520203709325,0.13714937222797283,0.0010584902173797386,0.24158747038745787,0.6133493087909301
Full-CP μ1,65,Middle60,0.01634914102965185,0.05482745255508518,0.07117659358473706,0.0007218191434895263,0.7023653474025195,0.3725454003215418
Full-CP μ1,65,Tail20,0.0040921353502199,0.010339551954530173,0.014431687304750081,-0.0021516469860216607,0.05604717670939863,0.014105282643868122
Full-CP μ1,65,Many35,0.28419852451872674,-0.13615685547966772,0.14804166903905897,0.0009526121219950182,0.4663980607583653,0.8134968126760214
Full-CP μ1,65,Medium35,0.08596005148803708,-0.047806924101093946,0.038153127386943216,0.0011476892054131757,0.39017005954519846,0.15838480547245126
Full-CP μ1,65,Few30,0.0042910831282699305,0.02188888123268354,0.026179964360953486,-0.0017354844407584545,0.14343187419581227,0.028118373607867397
Full-CP μ1,66,Head20,0.6093205928167641,-0.43804329989861435,0.17127729291814955,0.0010058790145135255,0.23542065774381626,0.6133493087909301
Full-CP μ1,66,Middle60,0.014916043663800282,0.05497236902373953,0.06988841268753983,0.0007198036932695998,0.7059584310482023,0.3725454003215418
Full-CP μ1,66,Tail20,0.002011521913421655,0.006230018334463243,0.008241540247884892,-0.0021418442396679894,0.05862096005876083,0.014105282643868122
Full-CP μ1,66,Many35,0.28678846690503573,-0.1210349981356876,0.16575346876934816,0.0009059553274344909,0.46339614018506836,0.8134968126760214
Full-CP μ1,66,Medium35,0.09051644830895118,-0.04997395544851574,0.040542492860435465,0.0011676650676099823,0.3892035545432009,0.15838480547245126
Full-CP μ1,66,Few30,-0.0028022372685937223,0.021579662852948822,0.01877742558435509,-0.0017369265577823285,0.14740035412251018,0.028118373607867397
Full-CP μ1,67,Head20,0.6156811804219899,-0.5105767830968819,0.10510439732510803,0.0011666313622522354,0.23148257004504558,0.6133493087909301
Full-CP μ1,67,Middle60,0.0026738336734621715,0.06426216080207317,0.06693599447553533,0.0008113047464640185,0.7108534077124204,0.3725454003215418
Full-CP μ1,67,Tail20,0.0037706073878022404,0.007099625751531382,0.010870233139333626,-0.002501449226983823,0.05766407238843385,0.014105282643868122
Full-CP μ1,67,Many35,0.27268045225723736,-0.14257338619983623,0.1301070660574012,0.0010498485461948091,0.4645581553631928,0.8134968126760214
Full-CP μ1,67,Medium35,0.09471084797996504,-0.05624176887943725,0.03846907910052779,0.0013151859394026023,0.39242297889722977,0.15838480547245126
Full-CP μ1,67,Few30,-0.010307657723283707,0.024823897633064997,0.014516239909781303,-0.0020264759834233343,0.14301891588547733,0.028118373607867397
Full-CP μ1,68,Head20,0.5712219698542119,-0.4811437022735736,0.09007826758063818,0.0010225908082798702,0.2405381172284251,0.6133493087909301
Full-CP μ1,68,Middle60,0.011946681646473504,0.04226758029184606,0.05421426193831958,0.0007483098065896837,0.6986011017434066,0.3725454003215418
Full-CP μ1,68,Tail20,0.01228246498309698,-0.0015668939643849957,0.010715571018711971,-0.0020932282088324426,0.06086082570254803,0.014105282643868122
Full-CP μ1,68,Many35,0.26823495615955156,-0.1565314296647414,0.1117035264948101,0.0009348217064207506,0.46056174277327955,0.8134968126760214
Full-CP μ1,68,Medium35,0.08159110071226089,-0.05163332714706756,0.029957773565193312,0.0011398415009070942,0.39098774689773563,0.15838480547245126
Full-CP μ1,68,Few30,0.004765920167371806,0.0055869793721634725,0.01035289953953527,-0.0016375790624048319,0.14845055500336457,0.028118373607867397
