family,path,rows,columns,bytes
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/interaction_trajectory_decomposition.csv,3,metric; final_minus_initial_delta_G; refresh_interaction_sum; remaining_normal_interaction,316
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/paired_class_structure.csv,20,class_id; access_Dir_minus_CLT; G_B; G_A; delta_G; CLT_C2_minus_C1; Dir_C2_minus_C1,2127
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/phase_accuracy_changes.csv,36,seed; topology; method; round; overall_acc_pre; overall_acc_middle; overall_acc_after; overall_acc_normal_delta; overall_acc_refresh_delta; overall_acc_next_B_delta; overall_acc_following_B_interval_delta; non_tail_acc_pre; non_tail_acc_middle; non_tail_acc_after; non_tail_acc_normal_delta; non_tail_acc_refresh_delta; non_tail_acc_next_B_delta; non_tail_acc_following_B_interval_delta; bottom20_tail_acc_pre; bottom20_tail_acc_middle; bottom20_tail_acc_after; bottom20_tail_acc_normal_delta; bottom20_tail_acc_refresh_delta; bottom20_tail_acc_next_B_delta; bottom20_tail_acc_following_B_interval_delta,11545
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/phase_class_budgets.csv,1280,communication_round; class_id; method; supporter_count; non_supporter_count; support_access; positive_support_access; support_write_success_rate; positive_write_strength; positive_write_efficiency; write_factorization_absolute_error; support_effective_clients; W; H; D; R; positive_refresh; ERI; non_support_net; support_net; direct_change; valid; positive_budget_near_zero; seed; topology; round; phase,448272
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/phase_client_effects.csv,38400,communication_round; class_id; method; client_id; supports_class; aggregation_weight; functional_effect; functional_effect_per_unit_weight; signed_role; seed; topology; round; phase,4574523
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/phase_factorization.csv,168,seed; topology; method; phase; class_id; event_count; all_phase_events_observed; support_access_mean; positive_support_access_mean; rho; mu; factorization_abs_error; W_mean; H_mean; D_mean; R_mean; W_observed_event_sum_per_class; H_observed_event_sum_per_class; D_observed_event_sum_per_class; R_observed_event_sum_per_class,49467
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/phase_update_norms.csv,64,seed; topology; method; round; phase; effective_delta_norm; delta_a_norm; delta_b_norm; new_direction_fraction; a_drift_from_initial; mean_a_subspace_from_initial; reconstruction_max_abs_error; frozen_factor_max_abs_error; valid,9751
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/analysis/seed42/refresh_event_interactions.csv,27,seed; round; metric; G_B; G_A; delta_G; CLT_C2_minus_C1; Dir_C2_minus_C1,3129
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/seed42/client-longtail/c1/a_refresh_budget.csv,3270,round; client_id; phase; optimizer_steps; scheduler_steps; sample_presentations; trainable_factor,88411
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/seed42/client-longtail/c1/a_refresh_stage_metrics.csv,27,round; stage; overall_acc; non_tail_acc; bottom20_tail_acc,1163
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/seed42/client-longtail/c1/a_refresh_stage_per_class.csv,2700,round; stage; class_id; accuracy,74825
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/seed42/client-longtail/c1/a_refresh_summary.csv,9,round; variant; num_clients; nonzero_gap_clients; mean_client_mean_gap; max_client_mean_gap; weighted_mean_client_gap; gap_vs_delta_a_pearson; gap_vs_effective_delta_pearson; mean_client_delta_a_norm; mean_client_effective_delta_norm; nonzero_effective_update_clients; refresh_optimizer_steps; refresh_sample_presentations; refresh_wall_seconds_including_middle_probes; cumulative_probe_seconds; cumulative_probe_sample_presentations; before_a_sha256; before_b_sha256; after_a_sha256; after_b_sha256; delta_a_norm; delta_b_norm; effective_delta_norm; new_input_direction_norm; new_direction_fraction; a_drift_from_initial; mean_a_subspace_change; mean_a_subspace_from_initial,5849
a_refresh_topology_bridge_analysis,output/a_refresh_topology_bridge_analysis/a_refresh_topology_bridge/seed42/client-longtail/c1/lora_aggregation_summary.csv,100,epoch_index; communication_round; partition; aggregation; num_selected_clients; num_active_clients; weight_sum; effective_num_clients; max_weight; min_positive_weight; tail_class_count; covered_tail_class_count; uncovered_tail_classes; la_temperature; la_regularization; la_objective; la_target_kl; la_fedavg_kl,12190
