run_id,round,overall,tail,nontail,head,middle,many,medium,few
R102f075dc,33,67.68,67.95,67.6125,77.7,64.25,73.17142857142858,63.94285714285714,65.63333333333334
R102f075dc,34,67.69,67.9,67.6375,77.9,64.21666666666667,73.4,63.857142857142854,65.5
R102f075dc,35,67.7,67.8,67.675,77.95,64.25,73.45714285714286,63.857142857142854,65.46666666666667
R102f075dc,36,67.8,67.8,67.8,78.1,64.36666666666666,73.65714285714286,63.91428571428571,65.5
R102f075dc,37,67.88,67.7,67.925,78.4,64.43333333333334,73.88571428571429,63.94285714285714,65.46666666666667
R102f075dc,38,67.87,67.6,67.9375,78.5,64.41666666666667,74.0,63.91428571428571,65.33333333333333
R102f075dc,39,67.87,67.35,68.0,78.75,64.41666666666667,74.14285714285714,63.97142857142857,65.1
R102f075dc,40,67.76,66.8,68.0,80.65,63.78333333333333,75.2,63.31428571428572,64.26666666666667
R102f075dc,41,67.75,66.7,68.0125,80.85,63.733333333333334,75.34285714285714,63.25714285714286,64.13333333333334
R102f075dc,42,67.73,66.7,67.9875,80.85,63.7,75.34285714285714,63.285714285714285,64.03333333333333
