run_id,round,overall,tail,nontail,head,middle,many,medium,few
R3f29d55e9,71,60.14,18.3,70.6,88.4,64.66666666666667,84.17142857142858,65.4,25.966666666666665
R3f29d55e9,76,60.29,18.8,70.6625,88.45,64.73333333333333,83.77142857142857,66.25714285714285,25.933333333333334
R3f29d55e9,81,61.04,18.55,71.6625,88.7,65.98333333333333,84.65714285714286,66.68571428571428,26.9
R3f29d55e9,86,60.03,17.8,70.5875,89.05,64.43333333333334,84.2,65.28571428571429,25.7
R3f29d55e9,91,60.77,19.15,71.175,88.5,65.4,84.51428571428572,65.94285714285714,27.033333333333335
R3f29d55e9,96,60.46,18.95,70.8375,88.85,64.83333333333333,84.08571428571429,66.82857142857142,25.466666666666665
R3f29d55e9,100,60.67,18.55,71.2,88.6,65.4,83.8,67.11428571428571,26.166666666666668
R153af8dec,1,48.69,16.85,56.65,82.45,48.05,73.91428571428571,49.6,18.2
R153af8dec,6,57.8,16.75,68.0625,85.6,62.21666666666667,82.45714285714286,62.05714285714286,24.066666666666666
R153af8dec,11,58.96,17.75,69.2625,87.6,63.15,82.54285714285714,64.51428571428572,24.966666666666665
R153af8dec,16,59.62,19.25,69.7125,88.2,63.55,83.62857142857143,64.0,26.5
R153af8dec,21,59.71,18.35,70.05,87.5,64.23333333333333,82.94285714285714,65.57142857142857,25.766666666666666
R153af8dec,26,60.26,19.45,70.4625,88.45,64.46666666666667,84.28571428571429,64.74285714285715,27.0
R153af8dec,31,60.2,19.1,70.475,88.1,64.6,83.22857142857143,65.42857142857143,27.233333333333334
R153af8dec,36,60.59,19.7,70.8125,88.25,65.0,84.28571428571429,65.25714285714285,27.5
R153af8dec,41,60.55,18.8,70.9875,88.1,65.28333333333333,83.77142857142857,66.65714285714286,26.333333333333332
R153af8dec,46,60.23,18.8,70.5875,89.1,64.41666666666667,84.4,65.25714285714285,26.166666666666668
R153af8dec,51,60.84,19.25,71.2375,88.1,65.61666666666666,84.11428571428571,66.57142857142857,27.0
R153af8dec,56,60.54,19.0,70.925,88.2,65.16666666666667,84.05714285714286,66.11428571428571,26.6
R153af8dec,61,61.2,19.6,71.6,88.05,66.11666666666666,84.02857142857142,67.11428571428571,27.666666666666668
R153af8dec,66,59.98,17.45,70.6125,89.1,64.45,83.91428571428571,66.05714285714286,24.966666666666665
R153af8dec,71,60.67,18.25,71.275,88.6,65.5,84.51428571428572,65.62857142857143,27.066666666666666
R153af8dec,76,60.73,18.2,71.3625,89.15,65.43333333333334,84.57142857142857,66.28571428571429,26.433333333333334
R153af8dec,81,60.24,17.65,70.8875,89.0,64.85,83.97142857142858,66.22857142857143,25.566666666666666
R153af8dec,86,60.44,17.75,71.1125,88.75,65.23333333333333,84.97142857142858,65.74285714285715,25.633333333333333
R153af8dec,91,61.07,18.0,71.8375,88.45,66.3,83.88571428571429,67.6,26.833333333333332
R153af8dec,96,60.25,18.5,70.6875,88.8,64.65,84.6,66.22857142857143,24.866666666666667
R153af8dec,100,60.55,18.1,71.1625,89.0,65.21666666666667,84.37142857142857,66.42857142857143,25.9
Ra75482398,1,48.64,15.75,56.8625,82.5,48.31666666666667,72.94285714285714,50.857142857142854,17.7
Ra75482398,6,57.94,18.25,67.8625,85.9,61.85,82.14285714285714,62.457142857142856,24.433333333333334
Ra75482398,11,58.79,17.05,69.225,88.4,62.833333333333336,82.51428571428572,64.34285714285714,24.633333333333333
Ra75482398,16,59.14,16.45,69.8125,86.8,64.15,83.31428571428572,64.42857142857143,24.766666666666666
Ra75482398,21,60.08,18.1,70.575,88.15,64.71666666666667,83.48571428571428,65.65714285714286,26.266666666666666
Ra75482398,26,60.09,18.55,70.475,88.0,64.63333333333334,84.08571428571429,65.0,26.366666666666667
Ra75482398,31,60.06,18.05,70.5625,88.0,64.75,83.97142857142858,65.22857142857143,26.133333333333333
Ra75482398,36,60.19,18.05,70.725,88.7,64.73333333333333,84.11428571428571,65.54285714285714,26.033333333333335
Ra75482398,41,60.47,17.9,71.1125,88.35,65.36666666666666,84.48571428571428,65.62857142857143,26.433333333333334
Ra75482398,46,60.34,17.8,70.975,89.25,64.88333333333334,84.11428571428571,66.2,25.766666666666666
Ra75482398,51,60.27,17.2,71.0375,88.2,65.31666666666666,84.4,65.85714285714286,25.6
Ra75482398,56,60.48,17.75,71.1625,89.15,65.16666666666667,84.51428571428572,66.08571428571429,25.9
Ra75482398,61,60.55,17.4,71.3375,88.05,65.76666666666667,84.37142857142857,66.14285714285714,26.233333333333334
Ra75482398,66,60.71,17.7,71.4625,89.0,65.61666666666666,84.68571428571428,65.97142857142858,26.6
Ra75482398,71,60.33,17.0,71.1625,88.75,65.3,84.17142857142858,66.28571428571429,25.566666666666666
Ra75482398,76,61.09,16.65,72.2,88.9,66.63333333333334,84.57142857142857,67.77142857142857,25.9
Ra75482398,81,59.78,16.35,70.6375,88.7,64.61666666666666,84.54285714285714,65.34285714285714,24.4
Ra75482398,86,60.88,17.6,71.7,88.35,66.15,84.8,66.17142857142858,26.8
Ra75482398,91,60.28,16.7,71.175,89.1,65.2,84.42857142857143,65.77142857142857,25.7
Ra75482398,96,60.84,17.3,71.725,88.95,65.98333333333333,85.11428571428571,66.22857142857143,26.233333333333334
Ra75482398,100,60.82,16.9,71.8,88.95,66.08333333333333,84.71428571428571,66.34285714285714,26.5
Rc6ad1a5a3,1,43.27,21.2,48.7875,78.45,38.9,64.77142857142857,41.0,20.833333333333332
Rc6ad1a5a3,6,58.06,33.5,64.2,83.8,57.666666666666664,79.4,57.74285714285714,33.53333333333333
Rc6ad1a5a3,11,58.54,33.05,64.9125,87.05,57.53333333333333,80.08571428571429,58.2,33.8
Rc6ad1a5a3,16,64.51,42.3,70.0625,84.65,65.2,80.68571428571428,67.28571428571429,42.4
Rc6ad1a5a3,21,61.43,36.4,67.6875,88.15,60.86666666666667,82.85714285714286,61.114285714285714,36.8
Rc6ad1a5a3,26,62.04,37.35,68.2125,86.65,62.06666666666667,82.02857142857142,62.65714285714286,38.0
Rc6ad1a5a3,31,64.32,41.75,69.9625,87.45,64.13333333333334,82.22857142857143,65.48571428571428,42.06666666666667
Rc6ad1a5a3,36,62.61,39.55,68.375,87.4,62.03333333333333,83.0,62.371428571428574,39.1
Rc6ad1a5a3,41,61.7,36.3,68.05,87.95,61.416666666666664,82.88571428571429,62.285714285714285,36.3
Rc6ad1a5a3,46,64.69,41.1,70.5875,87.1,65.08333333333333,83.51428571428572,65.74285714285715,41.5
Rc6ad1a5a3,51,62.96,40.0,68.7,88.45,62.11666666666667,81.48571428571428,63.97142857142857,40.166666666666664
Rc6ad1a5a3,56,64.44,41.3,70.225,87.3,64.53333333333333,83.57142857142857,65.28571428571429,41.13333333333333
Rc6ad1a5a3,61,62.58,38.35,68.6375,88.5,62.016666666666666,82.34285714285714,63.17142857142857,38.833333333333336
Rc6ad1a5a3,66,64.0,38.95,70.2625,87.3,64.58333333333333,83.45714285714286,65.0,40.13333333333333
Rc6ad1a5a3,71,62.66,38.1,68.8,88.6,62.2,82.97142857142858,62.885714285714286,38.7
Rc6ad1a5a3,76,63.42,38.65,69.6125,88.25,63.4,83.88571428571429,63.77142857142857,39.13333333333333
Rc6ad1a5a3,81,63.13,37.05,69.65,88.3,63.43333333333333,83.25714285714285,64.17142857142858,38.43333333333333
Rc6ad1a5a3,86,64.19,39.0,70.4875,87.8,64.71666666666667,83.62857142857143,66.02857142857142,39.36666666666667
Rc6ad1a5a3,91,62.93,37.65,69.25,88.4,62.86666666666667,82.48571428571428,63.82857142857143,39.06666666666667
Rc6ad1a5a3,96,64.15,40.2,70.1375,87.75,64.26666666666667,83.54285714285714,64.97142857142858,40.56666666666667
Rc6ad1a5a3,100,64.24,38.95,70.5625,87.9,64.78333333333333,83.37142857142857,65.57142857142857,40.36666666666667
R5682b5c0b,1,43.01,20.7,48.5875,75.35,39.666666666666664,65.28571428571429,40.2,20.3
R5682b5c0b,6,58.08,33.45,64.2375,85.45,57.166666666666664,79.05714285714286,58.6,33.0
R5682b5c0b,11,61.11,36.55,67.25,84.55,61.483333333333334,80.97142857142858,63.0,35.733333333333334
R5682b5c0b,16,61.54,37.85,67.4625,87.0,60.95,81.88571428571429,60.82857142857143,38.63333333333333
R5682b5c0b,21,61.52,37.85,67.4375,85.5,61.416666666666664,80.91428571428571,62.8,37.4
R5682b5c0b,26,61.92,37.95,67.9125,87.8,61.28333333333333,82.42857142857143,62.714285714285715,37.06666666666667
R5682b5c0b,31,64.1,40.2,70.075,86.15,64.71666666666667,82.11428571428571,65.54285714285714,41.4
R5682b5c0b,36,61.4,35.7,67.825,87.4,61.3,82.25714285714285,61.714285714285715,36.7
R5682b5c0b,41,64.69,41.85,70.4,87.05,64.85,82.88571428571429,65.37142857142857,42.666666666666664
R5682b5c0b,46,63.43,40.8,69.0875,88.2,62.71666666666667,83.48571428571428,64.08571428571429,39.266666666666666
R5682b5c0b,51,63.4,38.65,69.5875,87.55,63.6,83.0,63.94285714285714,39.9
R5682b5c0b,56,63.56,39.2,69.65,88.65,63.31666666666667,83.11428571428571,64.57142857142857,39.56666666666667
R5682b5c0b,61,64.19,39.75,70.3,87.9,64.43333333333334,83.48571428571428,64.8,40.96666666666667
R5682b5c0b,66,64.31,41.0,70.1375,88.95,63.86666666666667,82.82857142857142,65.34285714285714,41.5
R5682b5c0b,71,64.32,40.55,70.2625,87.75,64.43333333333334,83.31428571428572,65.37142857142857,40.93333333333333
R5682b5c0b,76,62.99,37.1,69.4625,88.45,63.13333333333333,83.77142857142857,63.91428571428571,37.666666666666664
R5682b5c0b,81,64.79,41.25,70.675,87.45,65.08333333333333,82.94285714285714,65.54285714285714,42.733333333333334
R5682b5c0b,86,64.26,40.1,70.3,88.35,64.28333333333333,83.65714285714286,65.6,40.06666666666667
R5682b5c0b,91,64.18,39.85,70.2625,88.55,64.16666666666667,84.45714285714286,63.94285714285714,40.8
R5682b5c0b,96,64.43,39.8,70.5875,88.1,64.75,83.28571428571429,65.88571428571429,40.733333333333334
R5682b5c0b,100,64.04,39.75,70.1125,88.2,64.08333333333333,83.08571428571429,65.71428571428571,39.86666666666667
R8f76f5155,1,43.78,24.05,48.7125,79.05,38.6,66.34285714285714,39.628571428571426,22.3
R8f76f5155,6,57.43,29.25,64.475,82.25,58.55,79.94285714285714,57.05714285714286,31.6
R8f76f5155,11,60.49,35.35,66.775,86.0,60.36666666666667,81.91428571428571,60.51428571428571,35.46666666666667
R8f76f5155,16,62.12,35.1,68.875,85.7,63.266666666666666,81.25714285714285,63.91428571428571,37.7
R8f76f5155,21,62.57,38.6,68.5625,86.7,62.516666666666666,82.97142857142858,62.57142857142857,38.766666666666666
R8f76f5155,26,63.69,38.55,69.975,85.35,64.85,81.6,65.14285714285714,41.1
R8f76f5155,31,62.47,37.15,68.8,86.05,63.05,82.85714285714286,62.8,38.3
R8f76f5155,36,64.06,38.65,70.4125,87.4,64.75,83.02857142857142,65.65714285714286,40.06666666666667
R8f76f5155,41,61.65,34.45,68.45,87.65,62.05,83.31428571428572,62.42857142857143,35.46666666666667
R8f76f5155,46,63.03,38.45,69.175,86.9,63.266666666666666,82.45714285714286,63.8,39.46666666666667
R8f76f5155,51,62.75,34.25,69.875,87.3,64.06666666666666,83.42857142857143,64.82857142857142,36.2
R8f76f5155,56,63.32,36.15,70.1125,87.55,64.3,83.25714285714285,65.14285714285714,37.93333333333333
R8f76f5155,61,62.32,36.5,68.775,87.55,62.516666666666666,83.94285714285714,62.17142857142857,37.266666666666666
R8f76f5155,66,63.25,37.9,69.5875,87.7,63.55,82.97142857142858,65.05714285714286,38.13333333333333
R8f76f5155,71,62.35,34.5,69.3125,87.55,63.233333333333334,83.57142857142857,63.25714285714286,36.53333333333333
R8f76f5155,76,63.33,37.35,69.825,87.7,63.86666666666667,83.57142857142857,64.45714285714286,38.4
R8f76f5155,81,62.75,35.6,69.5375,87.25,63.63333333333333,82.94285714285714,63.97142857142857,37.766666666666666
R8f76f5155,86,62.9,37.25,69.3125,87.4,63.28333333333333,82.91428571428571,64.77142857142857,37.36666666666667
R8f76f5155,91,62.98,35.9,69.75,87.7,63.766666666666666,83.45714285714286,64.14285714285714,37.733333333333334
R8f76f5155,96,63.28,36.4,70.0,88.25,63.916666666666664,84.17142857142858,65.11428571428571,36.766666666666666
R8f76f5155,100,62.55,35.05,69.425,87.15,63.516666666666666,84.4,63.885714285714286,35.5
Ra1794f8bf,1,46.43,26.25,51.475,79.75,42.05,68.68571428571428,43.34285714285714,24.066666666666666
Ra1794f8bf,6,59.16,33.45,65.5875,85.35,59.0,80.6,59.74285714285714,33.46666666666667
Ra1794f8bf,11,62.28,37.15,68.5625,86.4,62.61666666666667,81.6,64.54285714285714,37.1
Ra1794f8bf,16,61.57,36.6,67.8125,86.9,61.45,82.22857142857143,61.542857142857144,37.5
Ra1794f8bf,21,62.79,37.85,69.025,86.7,63.13333333333333,83.08571428571429,63.51428571428571,38.266666666666666
Ra1794f8bf,26,63.72,37.0,70.4,87.15,64.81666666666666,82.57142857142857,65.48571428571428,39.666666666666664
Ra1794f8bf,31,62.75,35.85,69.475,87.85,63.35,83.85714285714286,62.97142857142857,37.86666666666667
Ra1794f8bf,36,64.18,38.9,70.5,88.15,64.61666666666666,83.17142857142858,66.4,39.43333333333333
Ra1794f8bf,41,64.11,39.2,70.3375,87.5,64.61666666666666,83.85714285714286,63.97142857142857,41.233333333333334
Ra1794f8bf,46,63.71,37.2,70.3375,88.15,64.4,82.82857142857142,66.34285714285714,38.333333333333336
Ra1794f8bf,51,63.56,38.2,69.9,87.65,63.983333333333334,84.2,64.37142857142857,38.53333333333333
Ra1794f8bf,56,63.49,36.9,70.1375,88.35,64.06666666666666,83.94285714285714,65.02857142857142,37.833333333333336
Ra1794f8bf,61,64.25,37.85,70.85,87.45,65.31666666666666,84.17142857142858,65.6,39.43333333333333
Ra1794f8bf,66,64.66,39.95,70.8375,87.9,65.15,83.54285714285714,66.31428571428572,40.7
Ra1794f8bf,71,63.39,37.25,69.925,88.25,63.81666666666667,84.34285714285714,63.2,39.166666666666664
Ra1794f8bf,76,64.1,37.45,70.7625,88.2,64.95,83.51428571428572,65.51428571428572,39.8
Ra1794f8bf,81,64.81,39.8,71.0625,88.2,65.35,84.17142857142858,66.74285714285715,39.96666666666667
Ra1794f8bf,86,64.06,37.2,70.775,88.45,64.88333333333334,82.65714285714286,66.62857142857143,39.36666666666667
Ra1794f8bf,91,63.49,37.2,70.0625,87.95,64.1,84.65714285714286,64.0,38.2
Ra1794f8bf,96,65.0,38.8,71.55,88.65,65.85,83.6,67.34285714285714,40.56666666666667
Ra1794f8bf,100,64.46,38.05,71.0625,88.85,65.13333333333334,84.22857142857143,66.2,39.36666666666667
R761f4a54b,1,45.96,22.85,51.7375,80.05,42.3,68.4,43.68571428571428,22.433333333333334
R761f4a54b,6,59.91,34.55,66.25,84.9,60.03333333333333,80.85714285714286,59.77142857142857,35.63333333333333
R761f4a54b,11,62.25,36.5,68.6875,86.2,62.85,81.6,63.542857142857144,38.166666666666664
R761f4a54b,16,62.75,36.85,69.225,86.45,63.483333333333334,82.45714285714286,63.457142857142856,38.93333333333333
R761f4a54b,21,62.97,37.3,69.3875,86.5,63.68333333333333,83.11428571428571,63.77142857142857,38.53333333333333
R761f4a54b,26,64.1,40.3,70.05,87.75,64.15,82.2,65.91428571428571,40.86666666666667
R761f4a54b,31,63.42,40.15,69.2375,86.75,63.4,83.74285714285715,63.17142857142857,40.0
R761f4a54b,36,64.05,39.75,70.125,87.6,64.3,82.8,65.28571428571429,40.733333333333334
R761f4a54b,41,64.04,38.15,70.5125,87.85,64.73333333333333,84.0,65.25714285714285,39.333333333333336
R761f4a54b,46,64.53,38.6,71.0125,87.5,65.51666666666667,82.65714285714286,67.28571428571429,40.166666666666664
R761f4a54b,51,63.44,38.25,69.7375,87.8,63.71666666666667,84.28571428571429,63.74285714285714,38.766666666666666
R761f4a54b,56,64.32,38.45,70.7875,87.4,65.25,83.17142857142858,66.0,40.36666666666667
R761f4a54b,61,63.14,36.2,69.875,87.5,64.0,83.62857142857143,64.54285714285714,37.6
R761f4a54b,66,64.93,38.55,71.525,87.8,66.1,83.6,67.34285714285714,40.333333333333336
R761f4a54b,71,64.0,38.8,70.3,86.95,64.75,83.94285714285714,65.17142857142858,39.36666666666667
R761f4a54b,76,63.82,37.0,70.525,87.9,64.73333333333333,83.6,65.31428571428572,39.0
R761f4a54b,81,64.29,38.5,70.7375,87.7,65.08333333333333,83.62857142857143,65.74285714285715,40.03333333333333
R761f4a54b,86,64.23,39.9,70.3125,87.15,64.7,83.05714285714286,64.77142857142857,41.63333333333333
R761f4a54b,91,63.56,37.4,70.1,87.9,64.16666666666667,83.62857142857143,64.57142857142857,38.96666666666667
R761f4a54b,96,64.54,39.65,70.7625,87.75,65.1,83.57142857142857,66.57142857142857,39.96666666666667
R761f4a54b,100,65.17,38.95,71.725,87.85,66.35,83.71428571428571,67.22857142857143,41.13333333333333
R4c98d30f5,1,47.19,24.55,52.85,80.35,43.68333333333333,68.88571428571429,45.68571428571428,23.633333333333333
R4c98d30f5,6,60.06,34.25,66.5125,83.15,60.96666666666667,80.22857142857143,61.74285714285714,34.56666666666667
R4c98d30f5,11,60.62,34.95,67.0375,85.2,60.983333333333334,80.6,61.857142857142854,35.86666666666667
R4c98d30f5,16,63.17,36.25,69.9,85.95,64.55,82.4,65.94285714285714,37.5
R4c98d30f5,21,63.48,40.05,69.3375,86.85,63.5,82.28571428571429,64.34285714285714,40.53333333333333
R4c98d30f5,26,63.55,37.75,70.0,87.3,64.23333333333333,82.6,64.65714285714286,40.03333333333333
R4c98d30f5,31,63.51,37.8,69.9375,87.25,64.16666666666667,82.68571428571428,65.05714285714286,39.333333333333336
R4c98d30f5,36,64.64,41.05,70.5375,88.3,64.61666666666666,83.74285714285715,65.34285714285714,41.53333333333333
R4c98d30f5,41,63.25,39.05,69.3,87.2,63.333333333333336,82.51428571428572,64.17142857142858,39.7
R4c98d30f5,46,64.71,40.4,70.7875,86.35,65.6,83.85714285714286,65.8,41.1
R4c98d30f5,51,63.17,36.6,69.8125,89.05,63.4,83.57142857142857,64.34285714285714,38.0
R4c98d30f5,56,65.45,41.2,71.5125,86.25,66.6,83.08571428571429,67.54285714285714,42.43333333333333
R4c98d30f5,61,63.84,38.4,70.2,88.3,64.16666666666667,83.65714285714286,65.2,39.13333333333333
R4c98d30f5,66,63.69,38.1,70.0875,87.75,64.2,83.82857142857142,64.17142857142858,39.63333333333333
R4c98d30f5,71,65.04,39.3,71.475,88.8,65.7,84.17142857142858,66.77142857142857,40.7
R4c98d30f5,76,63.98,37.45,70.6125,88.5,64.65,84.17142857142858,65.22857142857143,38.96666666666667
R4c98d30f5,81,65.33,40.45,71.55,88.05,66.05,83.97142857142858,66.54285714285714,42.166666666666664
R4c98d30f5,86,63.66,36.6,70.425,88.5,64.4,84.02857142857142,64.94285714285714,38.4
R4c98d30f5,91,64.57,37.8,71.2625,87.85,65.73333333333333,84.0,66.71428571428571,39.4
R4c98d30f5,96,64.28,39.15,70.5625,88.05,64.73333333333333,83.8,65.25714285714285,40.36666666666667
R4c98d30f5,100,64.6,39.3,70.925,87.75,65.31666666666666,83.88571428571429,65.8,40.7
R1d17d759f,1,48.15,24.0,54.1875,80.1,45.55,70.94285714285714,46.8,23.133333333333333
R1d17d759f,6,60.07,31.35,67.25,83.55,61.81666666666667,81.28571428571429,61.2,34.0
R1d17d759f,11,61.27,35.1,67.8125,86.9,61.45,82.31428571428572,62.17142857142857,35.666666666666664
R1d17d759f,16,62.6,35.6,69.35,86.95,63.483333333333334,83.2,64.6,36.233333333333334
R1d17d759f,21,62.32,37.75,68.4625,88.15,61.9,82.8,62.77142857142857,37.9
R1d17d759f,26,63.29,37.7,69.6875,86.9,63.95,83.08571428571429,65.97142857142858,37.06666666666667
R1d17d759f,31,63.66,39.05,69.8125,88.05,63.733333333333334,82.94285714285714,64.97142857142858,39.63333333333333
R1d17d759f,36,63.15,36.15,69.9,87.4,64.06666666666666,83.77142857142857,65.62857142857143,36.2
R1d17d759f,41,62.99,37.1,69.4625,87.75,63.36666666666667,83.62857142857143,63.17142857142857,38.7
R1d17d759f,46,64.24,38.95,70.5625,87.3,64.98333333333333,84.34285714285714,66.08571428571429,38.63333333333333
R1d17d759f,51,63.79,39.4,69.8875,88.25,63.766666666666666,83.68571428571428,63.371428571428574,41.06666666666667
R1d17d759f,56,64.72,39.6,71.0,88.0,65.33333333333333,84.11428571428571,66.37142857142857,40.166666666666664
R1d17d759f,61,63.14,37.15,69.6375,88.8,63.25,84.11428571428571,63.97142857142857,37.7
R1d17d759f,66,65.13,39.25,71.6,87.65,66.25,84.17142857142858,66.68571428571428,41.1
R1d17d759f,71,63.25,35.7,70.1375,89.15,63.8,84.0,65.0,37.0
R1d17d759f,76,64.22,39.05,70.5125,87.75,64.76666666666667,83.57142857142857,65.71428571428571,39.9
R1d17d759f,81,64.41,38.85,70.8,88.75,64.81666666666666,84.45714285714286,65.4,39.86666666666667
R1d17d759f,86,64.04,36.6,70.9,88.15,65.15,84.54285714285714,65.45714285714286,38.46666666666667
R1d17d759f,91,63.74,38.0,70.175,88.9,63.93333333333333,85.08571428571429,64.25714285714285,38.233333333333334
R1d17d759f,96,64.84,39.0,71.3,88.55,65.55,84.05714285714286,66.28571428571429,40.733333333333334
R1d17d759f,100,64.55,37.25,71.375,88.85,65.55,84.51428571428572,66.2,39.333333333333336
R964fe46fd,1,48.38,23.55,54.5875,81.55,45.6,71.42857142857143,46.97142857142857,23.133333333333333
R964fe46fd,6,59.87,34.7,66.1625,85.8,59.61666666666667,81.97142857142858,59.0,35.1
R964fe46fd,11,62.45,37.2,68.7625,86.7,62.78333333333333,82.25714285714285,63.77142857142857,37.8
R964fe46fd,16,61.85,36.2,68.2625,86.7,62.11666666666667,82.8,62.08571428571429,37.13333333333333
R964fe46fd,21,63.45,38.95,69.575,87.45,63.61666666666667,82.57142857142857,64.82857142857142,39.53333333333333
R964fe46fd,26,63.78,38.05,70.2125,87.75,64.36666666666666,83.74285714285715,64.42857142857143,39.733333333333334
R964fe46fd,31,63.04,36.9,69.575,87.0,63.766666666666666,83.28571428571429,64.34285714285714,37.9
R964fe46fd,36,64.49,39.4,70.7625,88.8,64.75,84.22857142857143,65.57142857142857,40.2
R964fe46fd,41,64.5,39.7,70.7,87.2,65.2,83.68571428571428,65.74285714285715,40.666666666666664
R964fe46fd,46,64.3,38.25,70.8125,88.7,64.85,84.02857142857142,65.65714285714286,39.7
R964fe46fd,51,64.69,38.9,71.1375,87.05,65.83333333333333,83.85714285714286,67.14285714285714,39.46666666666667
R964fe46fd,56,63.29,36.3,70.0375,89.25,63.63333333333333,84.17142857142858,64.88571428571429,37.06666666666667
R964fe46fd,61,64.35,37.05,71.175,87.65,65.68333333333334,84.25714285714285,66.94285714285714,38.1
R964fe46fd,66,64.94,39.15,71.3875,88.0,65.85,84.17142857142858,66.11428571428571,41.13333333333333
R964fe46fd,71,63.41,38.0,69.7625,87.8,63.75,84.14285714285714,64.48571428571428,37.96666666666667
R964fe46fd,76,65.21,39.5,71.6375,88.2,66.11666666666666,84.37142857142857,66.91428571428571,40.86666666666667
R964fe46fd,81,64.6,38.8,71.05,87.5,65.56666666666666,84.0,66.74285714285715,39.46666666666667
R964fe46fd,86,64.71,38.3,71.3125,88.8,65.48333333333333,84.82857142857142,65.97142857142858,39.766666666666666
R964fe46fd,91,65.03,39.75,71.35,87.5,65.96666666666667,83.82857142857142,66.82857142857142,41.0
R964fe46fd,96,64.22,38.7,70.6,88.55,64.61666666666666,84.97142857142858,64.85714285714286,39.266666666666666
R964fe46fd,100,64.04,36.85,70.8375,88.25,65.03333333333333,84.68571428571428,66.2,37.43333333333333
R3c95dc7be,1,49.29,22.35,56.025,82.85,47.083333333333336,73.2,48.94285714285714,21.8
R3c95dc7be,6,60.42,33.5,67.15,83.7,61.63333333333333,81.05714285714286,62.371428571428574,34.06666666666667
R3c95dc7be,11,62.16,37.35,68.3625,87.15,62.1,82.45714285714286,63.285714285714285,37.166666666666664
R3c95dc7be,16,61.94,35.5,68.55,87.0,62.4,82.14285714285714,63.48571428571429,36.56666666666667
R3c95dc7be,21,62.69,37.5,68.9875,86.75,63.06666666666667,83.11428571428571,63.4,38.03333333333333
R3c95dc7be,26,63.47,38.3,69.7625,88.2,63.61666666666667,82.91428571428571,64.88571428571429,39.13333333333333
R3c95dc7be,31,63.67,37.85,70.125,86.95,64.51666666666667,82.85714285714286,65.57142857142857,39.06666666666667
R3c95dc7be,36,63.3,37.25,69.8125,88.2,63.68333333333333,82.45714285714286,64.82857142857142,39.166666666666664
R3c95dc7be,41,63.46,38.8,69.625,87.9,63.53333333333333,83.8,64.22857142857143,38.833333333333336
R3c95dc7be,46,64.57,39.2,70.9125,88.0,65.21666666666667,83.11428571428571,66.51428571428572,40.666666666666664
R3c95dc7be,51,64.05,39.25,70.25,87.9,64.36666666666666,83.31428571428572,65.08571428571429,40.36666666666667
R3c95dc7be,56,63.43,38.15,69.75,88.2,63.6,82.57142857142857,64.82857142857142,39.46666666666667
R3c95dc7be,61,63.65,39.85,69.6,87.65,63.583333333333336,83.62857142857143,64.28571428571429,39.6
R3c95dc7be,66,64.48,40.15,70.5625,87.9,64.78333333333333,83.2,65.85714285714286,41.03333333333333
R3c95dc7be,71,64.23,39.2,70.4875,88.15,64.6,83.82857142857142,65.28571428571429,40.13333333333333
R3c95dc7be,76,65.37,43.1,70.9375,88.05,65.23333333333333,83.34285714285714,66.28571428571429,43.333333333333336
R3c95dc7be,81,63.79,39.3,69.9125,88.0,63.88333333333333,84.08571428571429,64.65714285714286,39.1
R3c95dc7be,86,65.0,40.15,71.2125,88.15,65.56666666666666,83.8,66.0,41.9
R3c95dc7be,91,63.62,37.5,70.15,88.6,64.0,84.0,65.17142857142858,38.03333333333333
R3c95dc7be,96,64.86,40.75,70.8875,88.0,65.18333333333334,83.54285714285714,65.74285714285715,42.03333333333333
R3c95dc7be,100,65.1,40.15,71.3375,88.25,65.7,83.54285714285714,66.6,41.833333333333336
R4624ab8ca,1,49.08,23.25,55.5375,81.7,46.81666666666667,72.88571428571429,47.94285714285714,22.633333333333333
R4624ab8ca,6,60.19,33.7,66.8125,86.25,60.333333333333336,82.6,60.08571428571429,34.166666666666664
R4624ab8ca,11,61.19,33.95,68.0,87.3,61.56666666666667,81.97142857142858,63.2,34.6
R4624ab8ca,16,62.02,35.35,68.6875,87.3,62.483333333333334,82.82857142857142,62.97142857142857,36.63333333333333
R4624ab8ca,21,62.41,37.5,68.6375,87.8,62.25,82.91428571428571,62.77142857142857,38.06666666666667
R4624ab8ca,26,63.53,36.95,70.175,87.5,64.4,83.11428571428571,65.54285714285714,38.333333333333336
R4624ab8ca,31,62.83,37.35,69.2,87.8,63.0,83.45714285714286,63.68571428571428,37.766666666666666
R4624ab8ca,36,64.44,39.8,70.6,88.1,64.76666666666667,83.6,66.08571428571429,40.166666666666664
R4624ab8ca,41,64.25,39.95,70.325,87.3,64.66666666666667,83.82857142857142,65.22857142857143,40.266666666666666
R4624ab8ca,46,63.48,36.55,70.2125,87.9,64.31666666666666,83.62857142857143,64.91428571428571,38.3
R4624ab8ca,51,63.44,38.4,69.7,88.15,63.55,83.97142857142858,64.37142857142857,38.4
R4624ab8ca,56,65.17,39.15,71.675,87.85,66.28333333333333,83.97142857142858,67.02857142857142,41.06666666666667
R4624ab8ca,61,63.2,37.05,69.7375,88.45,63.5,83.68571428571428,64.82857142857142,37.4
R4624ab8ca,66,64.72,38.35,71.3125,87.95,65.76666666666667,83.74285714285715,66.65714285714286,40.266666666666666
R4624ab8ca,71,64.0,37.15,70.7125,88.6,64.75,84.45714285714286,65.2,38.733333333333334
