method,partition,class_id,last20_accuracy
E0,noniid-labeldir-fine,95,62.55000000
E0,noniid-labeldir-fine,96,71.45000000
E0,noniid-labeldir-fine,97,62.65000000
E0,noniid-labeldir-fine,98,65.00000000
E0,noniid-labeldir-fine,99,79.85000000
E1,noniid-labeldir-fine,0,97.20000000
E1,noniid-labeldir-fine,1,92.00000000
E1,noniid-labeldir-fine,2,83.95000000
E1,noniid-labeldir-fine,3,77.20000000
E1,noniid-labeldir-fine,4,73.70000000
E1,noniid-labeldir-fine,5,86.85000000
E1,noniid-labeldir-fine,6,87.00000000
E1,noniid-labeldir-fine,7,74.65000000
E1,noniid-labeldir-fine,8,90.95000000
E1,noniid-labeldir-fine,9,92.85000000
E1,noniid-labeldir-fine,10,68.00000000
E1,noniid-labeldir-fine,11,76.95000000
E1,noniid-labeldir-fine,12,92.00000000
E1,noniid-labeldir-fine,13,89.15000000
E1,noniid-labeldir-fine,14,78.00000000
E1,noniid-labeldir-fine,15,85.00000000
E1,noniid-labeldir-fine,16,86.40000000
E1,noniid-labeldir-fine,17,90.00000000
E1,noniid-labeldir-fine,18,68.30000000
E1,noniid-labeldir-fine,19,79.55000000
E1,noniid-labeldir-fine,20,90.00000000
E1,noniid-labeldir-fine,21,85.55000000
E1,noniid-labeldir-fine,22,83.00000000
E1,noniid-labeldir-fine,23,89.35000000
E1,noniid-labeldir-fine,24,60.30000000
E1,noniid-labeldir-fine,25,62.90000000
E1,noniid-labeldir-fine,26,69.00000000
E1,noniid-labeldir-fine,27,56.10000000
E1,noniid-labeldir-fine,28,56.65000000
E1,noniid-labeldir-fine,29,69.90000000
E1,noniid-labeldir-fine,30,58.00000000
E1,noniid-labeldir-fine,31,74.45000000
E1,noniid-labeldir-fine,32,43.85000000
E1,noniid-labeldir-fine,33,64.85000000
E1,noniid-labeldir-fine,34,76.00000000
E1,noniid-labeldir-fine,35,58.25000000
E1,noniid-labeldir-fine,36,71.95000000
E1,noniid-labeldir-fine,37,91.90000000
E1,noniid-labeldir-fine,38,71.00000000
E1,noniid-labeldir-fine,39,78.10000000
E1,noniid-labeldir-fine,40,71.75000000
E1,noniid-labeldir-fine,41,83.25000000
E1,noniid-labeldir-fine,42,16.20000000
E1,noniid-labeldir-fine,43,82.10000000
E1,noniid-labeldir-fine,44,51.45000000
E1,noniid-labeldir-fine,45,31.95000000
E1,noniid-labeldir-fine,46,61.30000000
E1,noniid-labeldir-fine,47,51.15000000
E1,noniid-labeldir-fine,48,90.70000000
E1,noniid-labeldir-fine,49,84.65000000
E1,noniid-labeldir-fine,50,36.60000000
E1,noniid-labeldir-fine,51,66.85000000
E1,noniid-labeldir-fine,52,60.55000000
E1,noniid-labeldir-fine,53,93.45000000
E1,noniid-labeldir-fine,54,80.40000000
E1,noniid-labeldir-fine,55,16.40000000
E1,noniid-labeldir-fine,56,87.00000000
E1,noniid-labeldir-fine,57,55.95000000
E1,noniid-labeldir-fine,58,88.25000000
E1,noniid-labeldir-fine,59,67.25000000
E1,noniid-labeldir-fine,60,50.35000000
E1,noniid-labeldir-fine,61,37.55000000
E1,noniid-labeldir-fine,62,73.70000000
E1,noniid-labeldir-fine,63,10.45000000
E1,noniid-labeldir-fine,64,55.00000000
E1,noniid-labeldir-fine,65,68.90000000
E1,noniid-labeldir-fine,66,49.00000000
E1,noniid-labeldir-fine,67,18.20000000
E1,noniid-labeldir-fine,68,92.70000000
E1,noniid-labeldir-fine,69,81.00000000
E1,noniid-labeldir-fine,70,73.00000000
E1,noniid-labeldir-fine,71,72.35000000
E1,noniid-labeldir-fine,72,33.05000000
E1,noniid-labeldir-fine,73,53.00000000
E1,noniid-labeldir-fine,74,12.80000000
E1,noniid-labeldir-fine,75,52.85000000
E1,noniid-labeldir-fine,76,81.65000000
E1,noniid-labeldir-fine,77,49.90000000
E1,noniid-labeldir-fine,78,58.65000000
E1,noniid-labeldir-fine,79,42.95000000
E1,noniid-labeldir-fine,80,46.00000000
E1,noniid-labeldir-fine,81,38.35000000
E1,noniid-labeldir-fine,82,90.00000000
E1,noniid-labeldir-fine,83,63.85000000
E1,noniid-labeldir-fine,84,64.95000000
E1,noniid-labeldir-fine,85,77.15000000
E1,noniid-labeldir-fine,86,62.85000000
E1,noniid-labeldir-fine,87,83.05000000
E1,noniid-labeldir-fine,88,50.00000000
E1,noniid-labeldir-fine,89,80.20000000
E1,noniid-labeldir-fine,90,79.65000000
E1,noniid-labeldir-fine,91,29.40000000
E1,noniid-labeldir-fine,92,60.70000000
E1,noniid-labeldir-fine,93,45.45000000
E1,noniid-labeldir-fine,94,75.45000000
E1,noniid-labeldir-fine,95,52.95000000
E1,noniid-labeldir-fine,96,48.60000000
E1,noniid-labeldir-fine,97,51.45000000
E1,noniid-labeldir-fine,98,56.20000000
E1,noniid-labeldir-fine,99,62.50000000
E2,noniid-labeldir-fine,0,87.00000000
E2,noniid-labeldir-fine,1,74.10000000
E2,noniid-labeldir-fine,2,80.00000000
E2,noniid-labeldir-fine,3,63.00000000
E2,noniid-labeldir-fine,4,44.75000000
E2,noniid-labeldir-fine,5,69.00000000
E2,noniid-labeldir-fine,6,79.00000000
E2,noniid-labeldir-fine,7,57.00000000
E2,noniid-labeldir-fine,8,81.00000000
E2,noniid-labeldir-fine,9,90.00000000
E2,noniid-labeldir-fine,10,46.10000000
E2,noniid-labeldir-fine,11,70.00000000
E2,noniid-labeldir-fine,12,81.00000000
E2,noniid-labeldir-fine,13,76.00000000
E2,noniid-labeldir-fine,14,66.00000000
E2,noniid-labeldir-fine,15,86.00000000
E2,noniid-labeldir-fine,16,85.00000000
E2,noniid-labeldir-fine,17,81.75000000
E2,noniid-labeldir-fine,18,30.60000000
E2,noniid-labeldir-fine,19,81.00000000
E2,noniid-labeldir-fine,20,97.85000000
E2,noniid-labeldir-fine,21,86.80000000
E2,noniid-labeldir-fine,22,83.00000000
E2,noniid-labeldir-fine,23,76.75000000
E2,noniid-labeldir-fine,24,68.00000000
E2,noniid-labeldir-fine,25,62.35000000
E2,noniid-labeldir-fine,26,58.90000000
E2,noniid-labeldir-fine,27,39.70000000
E2,noniid-labeldir-fine,28,55.00000000
E2,noniid-labeldir-fine,29,73.65000000
E2,noniid-labeldir-fine,30,54.00000000
E2,noniid-labeldir-fine,31,81.15000000
E2,noniid-labeldir-fine,32,41.95000000
E2,noniid-labeldir-fine,33,53.00000000
E2,noniid-labeldir-fine,34,82.00000000
E2,noniid-labeldir-fine,35,64.00000000
E2,noniid-labeldir-fine,36,71.25000000
E2,noniid-labeldir-fine,37,91.05000000
E2,noniid-labeldir-fine,38,67.00000000
E2,noniid-labeldir-fine,39,87.00000000
E2,noniid-labeldir-fine,40,71.55000000
E2,noniid-labeldir-fine,41,90.00000000
E2,noniid-labeldir-fine,42,11.50000000
E2,noniid-labeldir-fine,43,80.95000000
E2,noniid-labeldir-fine,44,60.40000000
E2,noniid-labeldir-fine,45,21.10000000
E2,noniid-labeldir-fine,46,68.85000000
E2,noniid-labeldir-fine,47,42.15000000
E2,noniid-labeldir-fine,48,92.00000000
E2,noniid-labeldir-fine,49,89.25000000
E2,noniid-labeldir-fine,50,18.30000000
E2,noniid-labeldir-fine,51,73.80000000
E2,noniid-labeldir-fine,52,56.00000000
E2,noniid-labeldir-fine,53,96.00000000
E2,noniid-labeldir-fine,54,81.95000000
E2,noniid-labeldir-fine,55,32.00000000
E2,noniid-labeldir-fine,56,87.00000000
E2,noniid-labeldir-fine,57,80.00000000
E2,noniid-labeldir-fine,58,93.00000000
E2,noniid-labeldir-fine,59,72.95000000
E2,noniid-labeldir-fine,60,75.80000000
E2,noniid-labeldir-fine,61,59.65000000
E2,noniid-labeldir-fine,62,70.00000000
E2,noniid-labeldir-fine,63,16.00000000
E2,noniid-labeldir-fine,64,44.00000000
E2,noniid-labeldir-fine,65,70.45000000
E2,noniid-labeldir-fine,66,65.00000000
E2,noniid-labeldir-fine,67,14.50000000
E2,noniid-labeldir-fine,68,95.00000000
E2,noniid-labeldir-fine,69,83.00000000
E2,noniid-labeldir-fine,70,71.00000000
E2,noniid-labeldir-fine,71,83.00000000
E2,noniid-labeldir-fine,72,52.90000000
E2,noniid-labeldir-fine,73,74.00000000
E2,noniid-labeldir-fine,74,52.15000000
E2,noniid-labeldir-fine,75,69.00000000
E2,noniid-labeldir-fine,76,78.20000000
E2,noniid-labeldir-fine,77,77.10000000
E2,noniid-labeldir-fine,78,55.25000000
E2,noniid-labeldir-fine,79,63.25000000
E2,noniid-labeldir-fine,80,50.10000000
E2,noniid-labeldir-fine,81,49.05000000
E2,noniid-labeldir-fine,82,91.00000000
E2,noniid-labeldir-fine,83,81.30000000
E2,noniid-labeldir-fine,84,67.00000000
E2,noniid-labeldir-fine,85,82.00000000
E2,noniid-labeldir-fine,86,72.80000000
E2,noniid-labeldir-fine,87,81.20000000
E2,noniid-labeldir-fine,88,51.50000000
E2,noniid-labeldir-fine,89,84.75000000
E2,noniid-labeldir-fine,90,80.00000000
E2,noniid-labeldir-fine,91,52.95000000
E2,noniid-labeldir-fine,92,74.00000000
E2,noniid-labeldir-fine,93,45.00000000
E2,noniid-labeldir-fine,94,80.00000000
E2,noniid-labeldir-fine,95,64.20000000
E2,noniid-labeldir-fine,96,76.95000000
E2,noniid-labeldir-fine,97,62.00000000
E2,noniid-labeldir-fine,98,66.00000000
E2,noniid-labeldir-fine,99,84.55000000
E3,noniid-labeldir-fine,0,86.00000000
E3,noniid-labeldir-fine,1,76.60000000
E3,noniid-labeldir-fine,2,81.25000000
E3,noniid-labeldir-fine,3,67.15000000
E3,noniid-labeldir-fine,4,46.00000000
E3,noniid-labeldir-fine,5,70.00000000
E3,noniid-labeldir-fine,6,80.55000000
E3,noniid-labeldir-fine,7,60.05000000
E3,noniid-labeldir-fine,8,85.00000000
E3,noniid-labeldir-fine,9,90.00000000
E3,noniid-labeldir-fine,10,52.70000000
E3,noniid-labeldir-fine,11,73.10000000
E3,noniid-labeldir-fine,12,85.55000000
E3,noniid-labeldir-fine,13,77.00000000
E3,noniid-labeldir-fine,14,74.00000000
E3,noniid-labeldir-fine,15,86.00000000
E3,noniid-labeldir-fine,16,84.55000000
E3,noniid-labeldir-fine,17,84.50000000
E3,noniid-labeldir-fine,18,51.80000000
E3,noniid-labeldir-fine,19,78.90000000
E3,noniid-labeldir-fine,20,91.65000000
E3,noniid-labeldir-fine,21,85.00000000
E3,noniid-labeldir-fine,22,83.00000000
E3,noniid-labeldir-fine,23,78.60000000
E3,noniid-labeldir-fine,24,72.25000000
E3,noniid-labeldir-fine,25,62.30000000
E3,noniid-labeldir-fine,26,63.00000000
E3,noniid-labeldir-fine,27,49.55000000
E3,noniid-labeldir-fine,28,55.00000000
E3,noniid-labeldir-fine,29,71.45000000
E3,noniid-labeldir-fine,30,51.80000000
E3,noniid-labeldir-fine,31,79.00000000
E3,noniid-labeldir-fine,32,39.95000000
E3,noniid-labeldir-fine,33,56.30000000
E3,noniid-labeldir-fine,34,80.55000000
E3,noniid-labeldir-fine,35,62.90000000
E3,noniid-labeldir-fine,36,70.55000000
E3,noniid-labeldir-fine,37,91.00000000
E3,noniid-labeldir-fine,38,67.95000000
E3,noniid-labeldir-fine,39,84.45000000
E3,noniid-labeldir-fine,40,69.55000000
E3,noniid-labeldir-fine,41,86.30000000
E3,noniid-labeldir-fine,42,18.00000000
E3,noniid-labeldir-fine,43,82.95000000
E3,noniid-labeldir-fine,44,62.40000000
E3,noniid-labeldir-fine,45,37.85000000
E3,noniid-labeldir-fine,46,67.70000000
E3,noniid-labeldir-fine,47,44.40000000
E3,noniid-labeldir-fine,48,92.00000000
E3,noniid-labeldir-fine,49,90.00000000
E3,noniid-labeldir-fine,50,18.95000000
E3,noniid-labeldir-fine,51,72.00000000
E3,noniid-labeldir-fine,52,49.45000000
E3,noniid-labeldir-fine,53,95.00000000
E3,noniid-labeldir-fine,54,82.10000000
E3,noniid-labeldir-fine,55,29.25000000
E3,noniid-labeldir-fine,56,88.00000000
E3,noniid-labeldir-fine,57,74.00000000
E3,noniid-labeldir-fine,58,92.95000000
E3,noniid-labeldir-fine,59,77.00000000
E3,noniid-labeldir-fine,60,71.00000000
E3,noniid-labeldir-fine,61,68.55000000
E3,noniid-labeldir-fine,62,69.80000000
E3,noniid-labeldir-fine,63,17.95000000
E3,noniid-labeldir-fine,64,55.35000000
E3,noniid-labeldir-fine,65,67.85000000
E3,noniid-labeldir-fine,66,64.40000000
E3,noniid-labeldir-fine,67,23.55000000
E3,noniid-labeldir-fine,68,95.00000000
E3,noniid-labeldir-fine,69,83.65000000
E3,noniid-labeldir-fine,70,67.00000000
E3,noniid-labeldir-fine,71,84.00000000
E3,noniid-labeldir-fine,72,56.80000000
E3,noniid-labeldir-fine,73,72.00000000
E3,noniid-labeldir-fine,74,51.00000000
E3,noniid-labeldir-fine,75,74.00000000
E3,noniid-labeldir-fine,76,80.00000000
E3,noniid-labeldir-fine,77,77.05000000
E3,noniid-labeldir-fine,78,59.25000000
E3,noniid-labeldir-fine,79,65.00000000
E3,noniid-labeldir-fine,80,50.00000000
E3,noniid-labeldir-fine,81,53.50000000
E3,noniid-labeldir-fine,82,91.00000000
E3,noniid-labeldir-fine,83,76.60000000
E3,noniid-labeldir-fine,84,74.20000000
E3,noniid-labeldir-fine,85,83.55000000
E3,noniid-labeldir-fine,86,70.45000000
E3,noniid-labeldir-fine,87,82.80000000
E3,noniid-labeldir-fine,88,57.45000000
E3,noniid-labeldir-fine,89,88.00000000
E3,noniid-labeldir-fine,90,81.00000000
E3,noniid-labeldir-fine,91,65.05000000
E3,noniid-labeldir-fine,92,77.00000000
E3,noniid-labeldir-fine,93,47.15000000
E3,noniid-labeldir-fine,94,83.00000000
E3,noniid-labeldir-fine,95,64.00000000
E3,noniid-labeldir-fine,96,77.45000000
E3,noniid-labeldir-fine,97,62.00000000
E3,noniid-labeldir-fine,98,70.75000000
E3,noniid-labeldir-fine,99,85.40000000
E5,noniid-labeldir-fine,0,86.00000000
E5,noniid-labeldir-fine,1,76.45000000
E5,noniid-labeldir-fine,2,81.20000000
E5,noniid-labeldir-fine,3,67.00000000
E5,noniid-labeldir-fine,4,46.00000000
E5,noniid-labeldir-fine,5,70.00000000
E5,noniid-labeldir-fine,6,80.00000000
E5,noniid-labeldir-fine,7,60.00000000
E5,noniid-labeldir-fine,8,85.00000000
E5,noniid-labeldir-fine,9,90.00000000
E5,noniid-labeldir-fine,10,51.60000000
E5,noniid-labeldir-fine,11,72.10000000
E5,noniid-labeldir-fine,12,85.15000000
E5,noniid-labeldir-fine,13,77.00000000
E5,noniid-labeldir-fine,14,73.95000000
E5,noniid-labeldir-fine,15,86.00000000
E5,noniid-labeldir-fine,16,84.35000000
E5,noniid-labeldir-fine,17,84.00000000
E5,noniid-labeldir-fine,18,49.60000000
E5,noniid-labeldir-fine,19,79.00000000
E5,noniid-labeldir-fine,20,92.00000000
E5,noniid-labeldir-fine,21,85.00000000
E5,noniid-labeldir-fine,22,83.00000000
E5,noniid-labeldir-fine,23,78.30000000
E5,noniid-labeldir-fine,24,72.00000000
E5,noniid-labeldir-fine,25,62.25000000
E5,noniid-labeldir-fine,26,63.00000000
E5,noniid-labeldir-fine,27,48.65000000
E5,noniid-labeldir-fine,28,55.00000000
E5,noniid-labeldir-fine,29,72.00000000
E5,noniid-labeldir-fine,30,52.00000000
E5,noniid-labeldir-fine,31,79.00000000
E5,noniid-labeldir-fine,32,39.80000000
E5,noniid-labeldir-fine,33,55.00000000
E5,noniid-labeldir-fine,34,80.20000000
E5,noniid-labeldir-fine,35,62.25000000
E5,noniid-labeldir-fine,36,70.00000000
E5,noniid-labeldir-fine,37,91.00000000
E5,noniid-labeldir-fine,38,67.80000000
E5,noniid-labeldir-fine,39,84.95000000
E5,noniid-labeldir-fine,40,69.95000000
E5,noniid-labeldir-fine,41,87.80000000
E5,noniid-labeldir-fine,42,17.25000000
E5,noniid-labeldir-fine,43,82.00000000
E5,noniid-labeldir-fine,44,62.90000000
E5,noniid-labeldir-fine,45,35.35000000
E5,noniid-labeldir-fine,46,67.70000000
E5,noniid-labeldir-fine,47,44.00000000
E5,noniid-labeldir-fine,48,92.00000000
E5,noniid-labeldir-fine,49,90.00000000
E5,noniid-labeldir-fine,50,18.05000000
E5,noniid-labeldir-fine,51,72.00000000
E5,noniid-labeldir-fine,52,50.00000000
E5,noniid-labeldir-fine,53,95.00000000
E5,noniid-labeldir-fine,54,81.00000000
E5,noniid-labeldir-fine,55,29.75000000
E5,noniid-labeldir-fine,56,88.00000000
E5,noniid-labeldir-fine,57,74.00000000
E5,noniid-labeldir-fine,58,93.00000000
E5,noniid-labeldir-fine,59,77.00000000
E5,noniid-labeldir-fine,60,71.00000000
E5,noniid-labeldir-fine,61,67.50000000
E5,noniid-labeldir-fine,62,70.10000000
E5,noniid-labeldir-fine,63,18.00000000
E5,noniid-labeldir-fine,64,54.55000000
E5,noniid-labeldir-fine,65,69.00000000
E5,noniid-labeldir-fine,66,64.70000000
E5,noniid-labeldir-fine,67,22.20000000
E5,noniid-labeldir-fine,68,95.00000000
E5,noniid-labeldir-fine,69,83.90000000
E5,noniid-labeldir-fine,70,67.00000000
E5,noniid-labeldir-fine,71,84.00000000
E5,noniid-labeldir-fine,72,56.80000000
E5,noniid-labeldir-fine,73,72.20000000
E5,noniid-labeldir-fine,74,51.10000000
E5,noniid-labeldir-fine,75,73.75000000
E5,noniid-labeldir-fine,76,80.00000000
E5,noniid-labeldir-fine,77,76.60000000
E5,noniid-labeldir-fine,78,58.65000000
E5,noniid-labeldir-fine,79,65.90000000
E5,noniid-labeldir-fine,80,50.00000000
E5,noniid-labeldir-fine,81,54.00000000
E5,noniid-labeldir-fine,82,91.00000000
E5,noniid-labeldir-fine,83,76.95000000
E5,noniid-labeldir-fine,84,73.95000000
E5,noniid-labeldir-fine,85,83.00000000
E5,noniid-labeldir-fine,86,71.00000000
E5,noniid-labeldir-fine,87,82.70000000
E5,noniid-labeldir-fine,88,56.60000000
E5,noniid-labeldir-fine,89,88.00000000
E5,noniid-labeldir-fine,90,81.00000000
E5,noniid-labeldir-fine,91,63.80000000
E5,noniid-labeldir-fine,92,77.00000000
E5,noniid-labeldir-fine,93,47.00000000
E5,noniid-labeldir-fine,94,83.00000000
E5,noniid-labeldir-fine,95,64.00000000
E5,noniid-labeldir-fine,96,78.00000000
E5,noniid-labeldir-fine,97,62.00000000
E5,noniid-labeldir-fine,98,70.75000000
E5,noniid-labeldir-fine,99,86.00000000
J,noniid-labeldir-fine,0,89.65000000
J,noniid-labeldir-fine,1,79.20000000
J,noniid-labeldir-fine,2,83.35000000
J,noniid-labeldir-fine,3,62.60000000
J,noniid-labeldir-fine,4,39.40000000
J,noniid-labeldir-fine,5,77.15000000
J,noniid-labeldir-fine,6,78.45000000
J,noniid-labeldir-fine,7,71.25000000
J,noniid-labeldir-fine,8,91.30000000
J,noniid-labeldir-fine,9,91.90000000
J,noniid-labeldir-fine,10,49.65000000
J,noniid-labeldir-fine,11,76.85000000
J,noniid-labeldir-fine,12,88.60000000
J,noniid-labeldir-fine,13,84.95000000
J,noniid-labeldir-fine,14,77.90000000
J,noniid-labeldir-fine,15,84.35000000
J,noniid-labeldir-fine,16,87.45000000
J,noniid-labeldir-fine,17,86.15000000
J,noniid-labeldir-fine,18,68.15000000
J,noniid-labeldir-fine,19,75.75000000
J,noniid-labeldir-fine,20,90.05000000
J,noniid-labeldir-fine,21,87.70000000
J,noniid-labeldir-fine,22,87.00000000
J,noniid-labeldir-fine,23,83.70000000
J,noniid-labeldir-fine,24,75.70000000
J,noniid-labeldir-fine,25,67.85000000
J,noniid-labeldir-fine,26,64.00000000
J,noniid-labeldir-fine,27,55.20000000
J,noniid-labeldir-fine,28,78.30000000
J,noniid-labeldir-fine,29,68.30000000
J,noniid-labeldir-fine,30,63.40000000
J,noniid-labeldir-fine,31,78.60000000
J,noniid-labeldir-fine,32,50.25000000
J,noniid-labeldir-fine,33,64.90000000
J,noniid-labeldir-fine,34,74.95000000
J,noniid-labeldir-fine,35,75.20000000
J,noniid-labeldir-fine,36,75.85000000
J,noniid-labeldir-fine,37,84.35000000
J,noniid-labeldir-fine,38,72.60000000
J,noniid-labeldir-fine,39,83.80000000
J,noniid-labeldir-fine,40,76.90000000
J,noniid-labeldir-fine,41,84.65000000
J,noniid-labeldir-fine,42,45.40000000
J,noniid-labeldir-fine,43,78.00000000
J,noniid-labeldir-fine,44,70.85000000
J,noniid-labeldir-fine,45,46.95000000
J,noniid-labeldir-fine,46,73.90000000
J,noniid-labeldir-fine,47,49.00000000
J,noniid-labeldir-fine,48,95.50000000
J,noniid-labeldir-fine,49,93.05000000
J,noniid-labeldir-fine,50,45.55000000
J,noniid-labeldir-fine,51,80.55000000
J,noniid-labeldir-fine,52,67.15000000
J,noniid-labeldir-fine,53,95.95000000
J,noniid-labeldir-fine,54,82.15000000
J,noniid-labeldir-fine,55,41.40000000
J,noniid-labeldir-fine,56,87.00000000
J,noniid-labeldir-fine,57,72.45000000
J,noniid-labeldir-fine,58,90.10000000
J,noniid-labeldir-fine,59,66.00000000
J,noniid-labeldir-fine,60,76.50000000
J,noniid-labeldir-fine,61,77.35000000
J,noniid-labeldir-fine,62,79.90000000
J,noniid-labeldir-fine,63,34.55000000
J,noniid-labeldir-fine,64,59.25000000
J,noniid-labeldir-fine,65,64.95000000
J,noniid-labeldir-fine,66,59.80000000
J,noniid-labeldir-fine,67,41.50000000
J,noniid-labeldir-fine,68,92.40000000
J,noniid-labeldir-fine,69,76.35000000
J,noniid-labeldir-fine,70,76.40000000
J,noniid-labeldir-fine,71,82.60000000
J,noniid-labeldir-fine,72,61.35000000
J,noniid-labeldir-fine,73,65.25000000
J,noniid-labeldir-fine,74,35.20000000
J,noniid-labeldir-fine,75,66.75000000
J,noniid-labeldir-fine,76,83.80000000
J,noniid-labeldir-fine,77,69.35000000
J,noniid-labeldir-fine,78,71.15000000
J,noniid-labeldir-fine,79,59.40000000
J,noniid-labeldir-fine,80,60.40000000
J,noniid-labeldir-fine,81,56.25000000
J,noniid-labeldir-fine,82,92.45000000
J,noniid-labeldir-fine,83,73.80000000
J,noniid-labeldir-fine,84,68.80000000
J,noniid-labeldir-fine,85,83.45000000
J,noniid-labeldir-fine,86,79.80000000
J,noniid-labeldir-fine,87,82.60000000
J,noniid-labeldir-fine,88,66.10000000
J,noniid-labeldir-fine,89,91.10000000
J,noniid-labeldir-fine,90,82.40000000
J,noniid-labeldir-fine,91,73.25000000
J,noniid-labeldir-fine,92,62.25000000
J,noniid-labeldir-fine,93,59.05000000
J,noniid-labeldir-fine,94,86.30000000
J,noniid-labeldir-fine,95,50.15000000
J,noniid-labeldir-fine,96,57.15000000
J,noniid-labeldir-fine,97,70.50000000
J,noniid-labeldir-fine,98,64.95000000
J,noniid-labeldir-fine,99,66.45000000
S,noniid-labeldir-fine,0,88.00000000
S,noniid-labeldir-fine,1,73.45000000
S,noniid-labeldir-fine,2,83.00000000
S,noniid-labeldir-fine,3,67.00000000
S,noniid-labeldir-fine,4,40.05000000
S,noniid-labeldir-fine,5,72.15000000
S,noniid-labeldir-fine,6,81.80000000
S,noniid-labeldir-fine,7,65.60000000
S,noniid-labeldir-fine,8,89.25000000
S,noniid-labeldir-fine,9,90.10000000
S,noniid-labeldir-fine,10,53.40000000
S,noniid-labeldir-fine,11,77.00000000
S,noniid-labeldir-fine,12,87.70000000
S,noniid-labeldir-fine,13,83.45000000
S,noniid-labeldir-fine,14,76.00000000
S,noniid-labeldir-fine,15,82.15000000
S,noniid-labeldir-fine,16,85.00000000
S,noniid-labeldir-fine,17,83.05000000
S,noniid-labeldir-fine,18,55.65000000
S,noniid-labeldir-fine,19,78.00000000
S,noniid-labeldir-fine,20,88.45000000
S,noniid-labeldir-fine,21,86.20000000
S,noniid-labeldir-fine,22,84.00000000
S,noniid-labeldir-fine,23,75.50000000
S,noniid-labeldir-fine,24,73.65000000
S,noniid-labeldir-fine,25,67.00000000
S,noniid-labeldir-fine,26,60.75000000
S,noniid-labeldir-fine,27,55.10000000
S,noniid-labeldir-fine,28,68.25000000
S,noniid-labeldir-fine,29,69.95000000
S,noniid-labeldir-fine,30,58.00000000
S,noniid-labeldir-fine,31,76.80000000
S,noniid-labeldir-fine,32,42.50000000
S,noniid-labeldir-fine,33,62.30000000
S,noniid-labeldir-fine,34,76.30000000
S,noniid-labeldir-fine,35,66.30000000
S,noniid-labeldir-fine,36,70.00000000
S,noniid-labeldir-fine,37,89.00000000
S,noniid-labeldir-fine,38,73.00000000
S,noniid-labeldir-fine,39,83.55000000
S,noniid-labeldir-fine,40,71.85000000
S,noniid-labeldir-fine,41,89.00000000
S,noniid-labeldir-fine,42,41.50000000
S,noniid-labeldir-fine,43,80.25000000
S,noniid-labeldir-fine,44,64.50000000
S,noniid-labeldir-fine,45,44.00000000
S,noniid-labeldir-fine,46,72.00000000
S,noniid-labeldir-fine,47,46.00000000
S,noniid-labeldir-fine,48,93.50000000
S,noniid-labeldir-fine,49,90.00000000
S,noniid-labeldir-fine,50,30.50000000
S,noniid-labeldir-fine,51,75.10000000
S,noniid-labeldir-fine,52,55.75000000
S,noniid-labeldir-fine,53,96.00000000
S,noniid-labeldir-fine,54,80.00000000
S,noniid-labeldir-fine,55,32.00000000
S,noniid-labeldir-fine,56,87.00000000
S,noniid-labeldir-fine,57,71.30000000
S,noniid-labeldir-fine,58,92.00000000
S,noniid-labeldir-fine,59,78.10000000
S,noniid-labeldir-fine,60,74.70000000
S,noniid-labeldir-fine,61,72.65000000
S,noniid-labeldir-fine,62,71.45000000
S,noniid-labeldir-fine,63,25.95000000
S,noniid-labeldir-fine,64,63.00000000
S,noniid-labeldir-fine,65,64.00000000
S,noniid-labeldir-fine,66,69.30000000
S,noniid-labeldir-fine,67,35.90000000
S,noniid-labeldir-fine,68,94.45000000
S,noniid-labeldir-fine,69,82.00000000
S,noniid-labeldir-fine,70,69.90000000
S,noniid-labeldir-fine,71,85.85000000
S,noniid-labeldir-fine,72,56.65000000
S,noniid-labeldir-fine,73,68.85000000
S,noniid-labeldir-fine,74,40.00000000
S,noniid-labeldir-fine,75,70.70000000
S,noniid-labeldir-fine,76,83.00000000
S,noniid-labeldir-fine,77,72.00000000
S,noniid-labeldir-fine,78,63.80000000
S,noniid-labeldir-fine,79,62.55000000
S,noniid-labeldir-fine,80,54.05000000
S,noniid-labeldir-fine,81,53.65000000
S,noniid-labeldir-fine,82,92.00000000
S,noniid-labeldir-fine,83,74.95000000
S,noniid-labeldir-fine,84,74.95000000
S,noniid-labeldir-fine,85,83.55000000
S,noniid-labeldir-fine,86,71.40000000
S,noniid-labeldir-fine,87,86.10000000
S,noniid-labeldir-fine,88,69.45000000
S,noniid-labeldir-fine,89,82.00000000
S,noniid-labeldir-fine,90,84.00000000
S,noniid-labeldir-fine,91,71.00000000
S,noniid-labeldir-fine,92,78.35000000
S,noniid-labeldir-fine,93,53.00000000
S,noniid-labeldir-fine,94,83.00000000
S,noniid-labeldir-fine,95,61.15000000
S,noniid-labeldir-fine,96,71.25000000
S,noniid-labeldir-fine,97,56.30000000
S,noniid-labeldir-fine,98,72.30000000
S,noniid-labeldir-fine,99,73.50000000
Full-1,client-longtail,0,90.80000000
Full-1,client-longtail,1,76.95000000
Full-1,client-longtail,2,83.00000000
Full-1,client-longtail,3,67.25000000
Full-1,client-longtail,4,44.50000000
Full-1,client-longtail,5,78.40000000
Full-1,client-longtail,6,81.10000000
Full-1,client-longtail,7,68.80000000
Full-1,client-longtail,8,89.75000000
Full-1,client-longtail,9,89.65000000
Full-1,client-longtail,10,54.05000000
Full-1,client-longtail,11,73.65000000
Full-1,client-longtail,12,87.20000000
Full-1,client-longtail,13,84.00000000
